,country,description,designation,points,price,province,variety
57746,Portugal,"It may be a second-rate grape in France, but in Portugal Alicante Bouschet has really come into its own. This is a ripe, smooth wine, with dark plum skin tannins, red peppers and intense concentrated spice. Drink now.",,86,11,Alentejano,Alicante Bouschet
71997,Portugal,"The Alicante Bouschet grape's red juice has produced a wine of intensely dark color. The texture is creamy, and the flavors of berry and coffee are rounded. There is a fine touch of spice, although pepper from the alcohol does intrude.",,87,17,Alentejano,Alicante Bouschet
73294,Portugal,"Rarely used on its own, Alicante Bouschet from the cooler Lisboa region can obviously produce an impressively structured wine. Naturally juicy, the wine also has firmer tannins, damson fruit flavors and balancing acidity. Drink now, or keep until 2015.",Aluado,91,13,Lisboa,Alicante Bouschet
76447,Portugal,"A fine example of this sometimes tricky grape, this wine is structured with solid tannins and rich fruit. Wood aging has softened some of the structure, allowing a more rounded, rich aftertaste.",AB,90,35,Alentejano,Alicante Bouschet
81273,Portugal,"The earthy character of Alicante Bouschet is very evident here. The wine, vinified following the lunar calendar, is full of blackberry juice flavors. The estate is named after the cranes, Grous, which nest here.",Moon Harvested,88,50,Alentejano,Alicante Bouschet
89594,Spain,"This has a reedy red-berry aroma and a citrus note. Confirmation of the bouquet comes on the palate, which is lean and scouring, with red plum, pomegranate and herb flavors. The finish is cleansing, but it doesn't show much substance.",Altitud 1.100 Garnacha Tintorera,83,10,Central Spain,Alicante Bouschet
89870,Portugal,"Attractive juicy fruit dominates this wine. It has flavors of red berry juice topped with rhubarb acidity and rounded off with sweetness. There is freshness, ripeness, the tannins just a band to hold all this forward fruit together.",,87,19,Alentejano,Alicante Bouschet
92545,Portugal,"This is deeply colored and rich, showing both the juicy fruit character of Alicante Bouschet and a more serious, concentrated element. It's solid and densely tannic, with wood flavors layered on its black plum fruit. This is worth aging for another two years.",Grand'Arte,91,13,Lisboa,Alicante Bouschet
93686,US,"This variety has long been planted in California as a blending grape, often with Zinfandel. On its own, as it is here, it's soft and candied-tasting, with flavors of raspberry and red cherry, set off by brisk acidity and firm tannins in a light-bodied texture. A little rustic, it needs to be paired with rich fare, such as steaks or lamb chops, to become balanced.",Alegria Vineyards,86,45,California,Alicante Bouschet
98923,Portugal,"Classic, super juicy Alicante Bouschet flavors, ripe fruit, beetroot and ripe plums, laced with damson juice. It is soft, full-bodied, with some pepper from the alcohol.",Garrafeira,88,,Alentejano,Alicante Bouschet
99046,Portugal,"Dark colored, this has fresh red-berry and damson fruits. With soft tannins, this is a bright, fruity wine for drinking now.",,86,10,Lisboa,Alicante Bouschet
100190,Portugal,"Among the varietal wines produced by Esporão, this new wood-aged offering is rich, powerful and concentrated, with smooth edges. The wood's smokiness combines with black plum and sweet juice flavors. It can certainly age.",AB,91,35,Alentejano,Alicante Bouschet
101613,Portugal,"Big black-colored wine, juicy, spiced with wood. The rich berry fruits are powered by sweetness and only just a hint of acidity. The tannins show themselves as a dry core at the end.",,87,10,Lisboa,Alicante Bouschet
103254,Portugal,"The juiciness of Alicante Bouschet shows well in this full-bodied wine, packed with black berries and soft tannins. The dry finish suggests some aging—maybe 1 year.",Grand'Arte,89,16,Estremadura,Alicante Bouschet
108047,Portugal,"A juicy wine with cranberry fruit flavors, spice, and exotic berries, spoiled by a rustic, earthy, meaty edge. Not for aging.",Alicante Bouschet,83,18,Alentejano,Alicante Bouschet
108746,Portugal,"It may be a second-rate grape in France, but in Portugal Alicante Bouschet has really come into its own. This is a ripe, smooth wine, with dark plum skin tannins, red peppers and intense concentrated spice. Drink now.",,86,11,Alentejano,Alicante Bouschet
117627,US,"Tastes like a rather rustic cross between Cabernet and Syrah, with the full-bodied texture of both. The flavors are of blackberries, cherries, soy sauce, white pepper and balsam, and the tannins are thick and sturdy.",Grand Reserve,85,40,California,Alicante Bouschet
122334,Portugal,"Almost black in color, this is a concentrated powerhouse of black plum, damsons and dark berry fruits. It is explosively rich and densely structured, with intense juicy fruit.",Grand'Arte,90,13,Lisboa,Alicante Bouschet
125827,US,"Alicante Bouschet is an old-fashioned California variety that never can quite overcome its rustic mouthfeel. Wellington's '07 is a dry, tannic wine, with earthy, leathery flavors of cherries and currants.",Noir de Noirs Old Vines,85,25,California,Alicante Bouschet
133377,US,"Tastes like a rather rustic cross between Cabernet and Syrah, with the full-bodied texture of both. The flavors are of blackberries, cherries, soy sauce, white pepper and balsam, and the tannins are thick and sturdy.",Grand Reserve,85,40,California,Alicante Bouschet
136466,Portugal,"It may be a second-rate grape in France, but in Portugal Alicante Bouschet has really come into its own. This is a ripe, smooth wine, with dark plum skin tannins, red peppers and intense concentrated spice. Drink now.",,86,11,Alentejano,Alicante Bouschet
141726,Australia,"Meant to be served chilled and young, this peppy red has vibrant berry-basket aromas and flavors. It's a fresh, happy wine, very juicy with pure fruit. Goes well with crabcakes, and probably just as well with fiery curries.",,89,,South Australia,Alicante Bouschet
143436,US,"These old vines have yielded an extraordinarily dark, dense wine, the quintessence of black cherry flavors, but weighty with currants. It's extremely dry and pretty tannic, with a puckery grapeskin finish, and should age well. Try this interesting wine as an alternative to Zinfandel.",Old Vines Noir de Noirs,92,25,California,Alicante Bouschet
