,country,description,designation,points,price,province,variety
23858,Austria,"A soft, creamy rosé sparkler, made by the traditional method, giving a light mousse, with suggestions of strawberries and a gentle, lightly acid aftertaste.",Rosé Brut Grand Cru,85,,Österreichischer Sekt,Austrian Red Blend
26615,Austria,"Judith Beck's namesake wine is rich, opulent, piled high with ripe fruit and sweet, structured tannins. The wine has floral notes, chocolate and great complexity. For aging over 4–5 years.",Judith,93,60,Burgenland,Austrian Red Blend
26810,Austria,This blend of Cabernet Sauvignon and Blaufränkisch is dominated by the black currant flavors of the Cabernet. It is tight at this young stage with firm fruit tannins that lie under the acidity. This is a wine for long-term aging over at least 6 years.,Estoras,92,40,Burgenland,Austrian Red Blend
26834,Austria,"A classic Austrian blend of Zweigelt, Blaufränkisch and St Laurent, this is big, bold and ripe, structured, powerful and dense. Pure juicy black berry fruits drive right through the tight tannins. Age for 3–4 years.",Pannobile,92,60,Burgenland,Austrian Red Blend
26880,Austria,"Very smooth, concentrated blend of Merlot and Blaufränkisch. There are considerable smoky wood flavors along with ripe berry fruit notes and a dark, firm edge that will soften as the wine ages. It has power, density and finishes dry. Age for 5–6 years.",Tesoro,92,115,Burgenland,Austrian Red Blend
27144,Austria,"From young vines, this is a big, berried wine, dense and concentrated. Sweet cherries, juicy texture and light tannins give a tasty, ripe wine.",Heideboden,90,28,Burgenland,Austrian Red Blend
28331,Austria,"A straightforward red, with ripe cherry flavor and lively freshness in a light, soft body. It's uncomplicated, but easy drinking.",Schellmann An der Südbahn,82,,Niederösterreich,Austrian Red Blend
36982,Austria,"A light-colored wine from the hot Thermenregion south of Vienna; a blend of Zweigelt and St. Laurent. It has a Pinot Noir-like softness, allied to fresh acidity and flavors of raspberries. For consumption now. Screw cap.",Schellmann An der Südbahn,88,,Thermenregion,Austrian Red Blend
37490,Austria,"A big, round and soft wine, full of blackberry and plum fruits, rich and generous. It has warm tannins as well as touches of wood and a open, ripe aftertaste. The name is a pun on the dialect—nit'ana means “not one” referring to the fact the wine is a blend (as well as the family name, Nittnaus).",Nit'ana,89,25,Burgenland,Austrian Red Blend
37776,Austria,"Loimer, better known as a producer in Kamptal, also has vines in the Thermenregion, south of Vienna. This perfumed, smoky wine is deliciously juicy, a welter of red berries balanced with acidity. Great fruit with just enough tannins to ensure structure. Glass stopper.",Schell Mann an der Südbahn,89,24,Thermenregion,Austrian Red Blend
39691,Austria,"A simple, soft, juicy red wine, full of ripe berry fruits. Delicious now; try it with barbecue. Juice and spice in a bottle. Screw cap.",Red,85,,Austria,Austrian Red Blend
39998,Austria,"A soft, creamy rosé sparkler, made by the traditional method, giving a light mousse, with suggestions of strawberries and a gentle, lightly acid aftertaste.",Rosé Brut Grand Cru,85,,Österreichischer Sekt,Austrian Red Blend
49803,Austria,"An interesting blend of Cabernet Sauvignon, Pinot Noir and St Laurent, the wine has good intensity of flavor, with dense tannins and a solid structure. It is just showing a smoky flavor to go with the juicy black fruit. Age for 2–3 years. Screwcap.",Baron Cuvée,90,35,Niederösterreich,Austrian Red Blend
51447,Austria,"A complex, concentrated wine. It shows richness as well as tense minerality, the ripe black berry flavors melding with firm tannins. Alte Reben is old vines,  impressive and designed for aging.",Alte Reben,93,35,Burgenland,Austrian Red Blend
53705,Austria,"Judith Beck's namesake wine is rich, opulent, piled high with ripe fruit and sweet, structured tannins. The wine has floral notes, chocolate and great complexity. For aging over 4–5 years.",Judith,93,60,Burgenland,Austrian Red Blend
54245,Austria,"A blend of St. Laurent and Pinot Noir, this is a full, round wine. It has a soft, juicy texture that comes with a touch of barnyard as well as warm strawberry fruit. The finish is rich, and the wine is ready to drink.",Erdpress,85,20,Niederösterreich,Austrian Red Blend
54614,Austria,"A classic Austrian blend of Zweigelt, Blaufränkisch and St Laurent, this is big, bold and ripe, structured, powerful and dense. Pure juicy black berry fruits drive right through the tight tannins. Age for 3–4 years.",Pannobile,92,60,Burgenland,Austrian Red Blend
56034,Austria,"From young vines, this is a big, berried wine, dense and concentrated. Sweet cherries, juicy texture and light tannins give a tasty, ripe wine.",Heideboden,90,28,Burgenland,Austrian Red Blend
56615,Austria,"A beautiful, smooth, rich, intense wine, the structure clothed in great ripe layers of fruit. Touches of paprika balance with lively acidity and fresh berry flavors.",Eichkogel,90,55,Burgenland,Austrian Red Blend
72813,Austria,"A blend of Austrian red varieties, this is soft, light and fruity. It has flavors of red fruit and spice from wood aging. With its attractive acidity, this is ready to drink. Screwcap.",Red,85,17,Austria,Austrian Red Blend
75380,Austria,"A big, round and soft wine, full of blackberry and plum fruits, rich and generous. It has warm tannins as well as touches of wood and a open, ripe aftertaste. The name is a pun on the dialect—nit'ana means “not one” referring to the fact the wine is a blend (as well as the family name, Nittnaus).",Nit'ana,89,25,Burgenland,Austrian Red Blend
75666,Austria,"Loimer, better known as a producer in Kamptal, also has vines in the Thermenregion, south of Vienna. This perfumed, smoky wine is deliciously juicy, a welter of red berries balanced with acidity. Great fruit with just enough tannins to ensure structure. Glass stopper.",Schell Mann an der Südbahn,89,24,Thermenregion,Austrian Red Blend
85265,Austria,"Judith Beck's namesake wine is rich, opulent, piled high with ripe fruit and sweet, structured tannins. The wine has floral notes, chocolate and great complexity. For aging over 4–5 years.",Judith,93,60,Burgenland,Austrian Red Blend
85595,Austria,"An impressive blend of Blaufränkisch, Zweigelt, Merlot and Cabernet Sauvignon, this powerful, tannic effort is packed with ultraripe fruit. It shows strong signs of wood aging, plus a juicy damson flavor, intense acidity and a firm, dry core. This is for aging over at least five years.",Veratina,93,40,Burgenland,Austrian Red Blend
86144,Austria,"A classic Austrian blend of Zweigelt, Blaufränkisch and St Laurent, this is big, bold and ripe, structured, powerful and dense. Pure juicy black berry fruits drive right through the tight tannins. Age for 3–4 years.",Pannobile,92,60,Burgenland,Austrian Red Blend
86176,Austria,"This has a fine, dense texture, with wood influence that's carefully balanced by the solid tannins. It offers big, bold fruit flavors, with the structure for long-term aging. The finish is smooth and rich.",Terra O.,92,,Burgenland,Austrian Red Blend
87534,Austria,"From young vines, this is a big, berried wine, dense and concentrated. Sweet cherries, juicy texture and light tannins give a tasty, ripe wine.",Heideboden,90,28,Burgenland,Austrian Red Blend
88002,Austria,"A blend of Zweigelt, Syrah and Blaufränkisch, this is rounded and ripe, with a dark plum flavor, rich tannins and a smooth texture. It's solid and impressive, though not for aging. Screwcap.",Ungerberg Plus,90,32,Burgenland,Austrian Red Blend
88115,Austria,"A beautiful, smooth, rich, intense wine, the structure clothed in great ripe layers of fruit. Touches of paprika balance with lively acidity and fresh berry flavors.",Eichkogel,90,55,Burgenland,Austrian Red Blend
89989,Austria,"If you want power and concentration, look no further. But what is also good about this wine is the velvet texture of ripe berry and cherry fruits, with the tannins fitting round like a tight glove. It is obviously going to age well—over 4–5 years and more.",Comondor,93,63,Burgenland,Austrian Red Blend
90584,Austria,"A big, impressive wine, smoky and juicy, the wood an important element in its youthful state. Blackberries, spice and black cherry flavors are there along with cocoa and broad tannins. It is a beautiful wine, for aging 4–5 years.",Rosenberg,92,58,Carnuntum,Austrian Red Blend
90586,Austria,"There is power here, coming from superripe fruit. The flavors are of solid tannins, powered by black fruits, very rich and juicy, with pepper and acidity. It is dense in texture, definitely for aging.",Terra O.,92,46,Burgenland,Austrian Red Blend
92081,Austria,"A wine that pairs with Gesellmann's Bela Rex Bordeaux blend. In Op (short for Opus) Eximium, Austrian grapes provide a delicious spice confection of wild fruits, expertly blended into an intense dark berry- and vanilla-flavored wine. The acidity gives a final earthy boost.",Op Eximium Cuvée 20,90,18,Burgenland,Austrian Red Blend
92675,Austria,"With the addition of Cabernet Sauvignon and Merlot to Austrian fruit, this is the international view from Igler. Wood aging has smoothed the fruit tannins, and this is a less explosive vintage of Vulcano than in the past. It is more on the elegant side, fruit, wood and acidity all in balance.",Vulcano,90,35,Burgenland,Austrian Red Blend
92699,Austria,"A blend of Zweigelt and the more tannic structure of Cabernet Sauvignon and Syrah. The wine is powerful, darkly tannic with solid chocolate and black berry fruit characters. The acidity is layered into the sweet flavors, adding to the complex texture.",Redmont,90,34,Carnuntum,Austrian Red Blend
93288,Austria,"Spicy aromas in this blend of Blaufränkisch and Zweigelt lead to a juicy, fresh, lightly tannic wine. It has plums, aromatic black currants and a soft, elegant aftertaste. Screwcap.",Siglos,89,18,Burgenland,Austrian Red Blend
93290,Austria,"There's pretty much every red variety in the Pratsch vineyard in this blended wine. The result is ripe and smooth, the tannins behind the black fruits and wood flavors. It is full of ripe, juicy sweet fruits, spiced with final light acidity.",Baron Cuvée,89,40,Niederösterreich,Austrian Red Blend
93581,Austria,"A complex blend of Zweigelt, Blaufränkisch, St Laurent and Cabernet Sauvignon produces a surprisingly open, generous wine. The tannins are ripe, juicy and fresh, the fruit shows intense red berry flavors and there is a touch of attractive spice.",Heideboden,89,29,Burgenland,Austrian Red Blend
93887,Austria,"Gerhard Markowitsch's house wine reveals his skills as a red winemaker. Blending Pinot Noir and Zweigelt brings out the earth character in both grapes, but also offers rich tannins and a packed palate of fruit flavors, backed by tannins. Screwcap.",Carnuntum Cuvée,88,15,Carnuntum,Austrian Red Blend
93889,Austria,"A warming, ripe wine, freshly juicy, but with some light structure. It is a wine to be consumed early, but it has all right fruits and tannins, layered with licorice and chocolate.",Cuvée Franz,88,,Burgenland,Austrian Red Blend
94738,Austria,"This classic Austrian red wine blend, a specialty of the Gols region north of the Neusiedlersee, is here shown at its best. Peel away its tight, mineral outer shell, and the wine inside shows richly dark tannins, juicy fruit and an appealing red and green pepper vitality that contrasts freshness with the serious structure. Age for 3-4 years.",Pannobile,91,56,Burgenland,Austrian Red Blend
95011,Austria,"A single-vineyard wine from a top site in Gols. It is darkly solid, a powerful wine that exudes dark figs, firm tannins and big, rich fruit. There is an impressive muscularity about this wine, the acidity serving to freshen it without distracting from the weight. Age for 2–3 years.",Gabarinza,91,50,Burgenland,Austrian Red Blend
95634,Austria,"A Pannobile blend is one that is tasted and approved by a group of producers in Gols, on the north shore of Lake Neusiedl. This firmly tannic wine is a good example of the style—solid, rich, more than the sum of its parts, giving big black berry fruits as well as vibrant juiciness.",Pannobile,90,35,Burgenland,Austrian Red Blend
96217,Austria,"An intensely juicy wine, this needs time to bring together all the part of the blend. The richness and wood flavors show power, sweetness and dark berry and plum flavors spiced with cinnamon and toast. Give it a year for the extreme juiciness to calm down.",Pannobile,89,55,Burgenland,Austrian Red Blend
96819,Austria,"Produced from 40-year old vines, this smooth, rich wine oozes black plums, sweet spices and an undertow of dry tannins. With its fresh acidity, it is immediately appetizing, leaving juicy currants lingering in the mouth. Screwcap.",Siglos,89,19,Burgenland,Austrian Red Blend
106527,Austria,"A complex, concentrated wine. It shows richness as well as tense minerality, the ripe black berry flavors melding with firm tannins. Alte Reben is old vines,  impressive and designed for aging.",Alte Reben,93,35,Burgenland,Austrian Red Blend
137659,Austria,"If you want power and concentration, look no further. But what is also good about this wine is the velvet texture of ripe berry and cherry fruits, with the tannins fitting round like a tight glove. It is obviously going to age well—over 4–5 years and more.",Comondor,93,63,Burgenland,Austrian Red Blend
138224,Austria,"A big, impressive wine, smoky and juicy, the wood an important element in its youthful state. Blackberries, spice and black cherry flavors are there along with cocoa and broad tannins. It is a beautiful wine, for aging 4–5 years.",Rosenberg,92,58,Carnuntum,Austrian Red Blend
138226,Austria,"There is power here, coming from superripe fruit. The flavors are of solid tannins, powered by black fruits, very rich and juicy, with pepper and acidity. It is dense in texture, definitely for aging.",Terra O.,92,46,Burgenland,Austrian Red Blend
139691,Austria,"A wine that pairs with Gesellmann's Bela Rex Bordeaux blend. In Op (short for Opus) Eximium, Austrian grapes provide a delicious spice confection of wild fruits, expertly blended into an intense dark berry- and vanilla-flavored wine. The acidity gives a final earthy boost.",Op Eximium Cuvée 20,90,18,Burgenland,Austrian Red Blend
140285,Austria,"With the addition of Cabernet Sauvignon and Merlot to Austrian fruit, this is the international view from Igler. Wood aging has smoothed the fruit tannins, and this is a less explosive vintage of Vulcano than in the past. It is more on the elegant side, fruit, wood and acidity all in balance.",Vulcano,90,35,Burgenland,Austrian Red Blend
140309,Austria,"A blend of Zweigelt and the more tannic structure of Cabernet Sauvignon and Syrah. The wine is powerful, darkly tannic with solid chocolate and black berry fruit characters. The acidity is layered into the sweet flavors, adding to the complex texture.",Redmont,90,34,Carnuntum,Austrian Red Blend
140898,Austria,"Spicy aromas in this blend of Blaufränkisch and Zweigelt lead to a juicy, fresh, lightly tannic wine. It has plums, aromatic black currants and a soft, elegant aftertaste. Screwcap.",Siglos,89,18,Burgenland,Austrian Red Blend
140900,Austria,"There's pretty much every red variety in the Pratsch vineyard in this blended wine. The result is ripe and smooth, the tannins behind the black fruits and wood flavors. It is full of ripe, juicy sweet fruits, spiced with final light acidity.",Baron Cuvée,89,40,Niederösterreich,Austrian Red Blend
141191,Austria,"A complex blend of Zweigelt, Blaufränkisch, St Laurent and Cabernet Sauvignon produces a surprisingly open, generous wine. The tannins are ripe, juicy and fresh, the fruit shows intense red berry flavors and there is a touch of attractive spice.",Heideboden,89,29,Burgenland,Austrian Red Blend
141527,Austria,"Gerhard Markowitsch's house wine reveals his skills as a red winemaker. Blending Pinot Noir and Zweigelt brings out the earth character in both grapes, but also offers rich tannins and a packed palate of fruit flavors, backed by tannins. Screwcap.",Carnuntum Cuvée,88,15,Carnuntum,Austrian Red Blend
141529,Austria,"A warming, ripe wine, freshly juicy, but with some light structure. It is a wine to be consumed early, but it has all right fruits and tannins, layered with licorice and chocolate.",Cuvée Franz,88,,Burgenland,Austrian Red Blend
