,country,description,designation,points,price,province,variety
44811,Portugal,"Fruity and lemony, this is a bright and fresh wine with just a touch of steeliness. Almonds come through at the end.",Quinta da Murta,88,,Bucelas,Arinto
45697,Portugal,"Ripe and rounded, this pineapple and apple flavored wine is fruity, very fresh, with a light touch of toastiness. This is already a delicious, full wine, backed by some weight.",Terra de Touros,87,8,Tejo,Arinto
46629,Portugal,"Soft and rounded, the wine is fresh as well as full in the mouth. There is a creamy character to this full and citrusy wine that makes it good as an apéritif.",Quinta da Murta Classico,87,,Bucelas,Arinto
46645,Portugal,"Gold in color, this is a mature wine. A tight mousse gives just the right prickle, but its fruitiness is now changing to toastiness bringing a ripe, full aftertaste.",Quinta da Murta Espumante Brut Nature,87,,Bucelas,Arinto
46998,Portugal,"Very perfumed, it has a rounded character and lightly citrus fruits. There are hints of pineapple as well as pear flavors. It does need to age, so drink from the end of 2014.",,87,,Tejo,Arinto
49361,Portugal,"This textured, perfumed wine has citrus and apple fruits that are dominated by strong perfumes as well as fresh acidity. It needs until late 2014 to age.",,85,15,Tejo,Arinto
49579,Portugal,"A rather sharp wine, its fruit very citric with the tang of acid sherbet flavors textured with lemon zest and white currants.",,84,,Lisboa,Arinto
50564,Portugal,"The wine is soft, lightly fruity with acidity that is balanced. It's unfocused wine and lacks character.",CSL,83,,Lisboa,Arinto
56299,Portugal,"Made from the Arinto grape, this wine has a lively, vibrant, lifted green fruit character, very crisp like apple skins, deliciously fresh, with just some caramel edges to round it out. To finish, it shows some structure from the crisp acidity.",,88,,Bucelas,Arinto
64297,Portugal,"An impressive white wine, made from the classy Arinto grape. The wine has been aged in wood, but the creamy toast blends easily with the rich white fruits. There is a Chardonnay-like richness here, a wine that is round, smooth, with just a final lift of acidity.",Special Selection Old Vineyards,92,29,Bucelas,Arinto
64769,Portugal,"A barrel-aged white, with crisp acidity made rich by spice and toast. The balance is just right, the stone yellow fruits giving ripe softness, while minerality and acidity provide the contrast.",Branco,90,18,Bairrada,Arinto
65643,Portugal,"A fine, elegant wood-aged wine. It has ripe fruits, sweet peach, apricot, mango, while the vanilla of toast lifts all the flavors, adding spicy smoothness. Acidity comes from fresh lime. It could do with some aging, maybe 2–3 years.",Escolha Branco,89,19,Bucelas,Arinto
65819,Portugal,"Crisp, structured wine, showing the fruit skin and bite that makes Arinto such an interesting variety. There is an orange zest edge, emphasizing lightness, freshness, finishing a delicious wine.",Grand'Arte Arinto,88,13,Estremadura,Arinto
66395,Portugal,"Pure Arinto, this wine brings lemon and pineapple flavors together, giving freshness and fruitiness. It is soft, open, the yellow fruit flavors offering some richness, while the citrus leaves a crisp, clean taste. Fine as an apéritif.",,87,,Bucelas,Arinto
67491,Portugal,"The brand Bucellas (with two “l”s) has been made by Caves Velhas for years. It remains a light, fresh, crisp wine, all white berry fruits, green plums and lively acidity. A great seafood wine.",Bucellas Arinto,86,7,Bucelas,Arinto
71998,Portugal,"One of a series of varietal wines from Terra d'Alter, this Arinto is full of the grape's typical floral, fragrant character. It has lemon and lime flavors that are laced with acidity. It's delicious, fruity and ready to drink.",,87,17,Alentejano,Arinto
72095,Portugal,"Bright and fruity, this wine is citrusy while also suggesting ripe white-fruit flavors. It has a fine tang of lime zest that gives an underlying cool, green character to this attractive wine.",Dom Diogo Colheita Seleccionada,87,,Vinho Verde,Arinto
73313,Portugal,"Wood-aged Arinto in the right hands, as here, gives an opulently ripe wine that hints at the richness of Chardonnay. Yellow fruit, pear skin and a touch of toast are beautifully combined to give a full and complex wine that can age. Drink from 2014.",Morgado de Santa Catherina Reserva,91,25,Bucelas,Arinto
74833,Portugal,"Heavily toasted aromas promise strong wood flavors. The fruit, rich with pear flavors, balances that wood, although the wine does need a few months more integration.",Branco,86,18,Bairrada,Arinto
75012,Portugal,"This is a fruity wine with pear and bitter-almond flavors. It is clean, fresh, and light in style, with acidity that complements the riper fruit character on the finish.",Sparkling Brut,85,16,Tejo,Arinto
75659,Portugal,"Produced at the medieval Quinta da Romeira, this ripe, tropical-fruit flavored wine has richness and a smooth texture. Full-bodied and fruity, it shows minerality from the chalk soil as well as a bright, tight fruitiness and balancing acidity.",Prova Régia Premium,89,15,Bucelas,Arinto
75844,Portugal,"Produced at the medieval Quinta da Romeira, this ripe, tropical-fruit flavored wine has richness and a smooth texture. Full-bodied and fruity, it shows minerality from the chalk soil as well as a bright, tight fruitiness and balancing acidity.",Prova Régia Premium,89,15,Bucelas,Arinto
81582,Portugal,"Arinto, sometimes used in sparkling wine, creates a bright, crisp, lime-flavored wine. It is powered by its acidity and the apple skin texture, all the fruit coming right to the front.",Grand'Arte,88,11,Lisboa,Arinto
84693,Portugal,"A subtly wooded and perfumed wine, its lemon and herb character underlined by toast and tart acidity. It has a fresh character, very tangy and bright.",Branco Arinto,88,20,Bairrada,Arinto
86334,Portugal,"Bright grapefruit and citric flavors give the wine a bright, floral character, punctuated by tight acidity. The wine has extreme mouthwatering freshness and a crisp aftertaste.",,86,,Estremadura,Arinto
86523,Portugal,"The freshness of Arinto certainly gives this wine an attractive lift. But there is also something concocted here, a taste of candies and fruit drops that jars. This may be something to do with the final sweet aftertaste. Perhaps a curiosity.",Extra Bruto Special Cuvée,83,29,Bucelas,Arinto
87968,Portugal,"With its beautiful burst of lemon aromas, this is a really fresh wine, very crisp, very bright. The wine has a tangy texture that tingles with lively acidity. Screwcap.",,86,12,Tejo,Arinto
95500,Portugal,"Swathes of ripe fruit surface on this wine, with lime and peach flavors followed by a more minerally texture. It's a wine to drink now or age over the next year.",Grand'Arte,88,11,Lisboa,Arinto
95503,Portugal,"Delicious, rich and fruity, this is full of peach and citrus fruits that add lift to the wine's ripeness. It's a great apéritif and would also pair well with seafood.",Prova Régia Premium,88,15,Bucelas,Arinto
100197,Portugal,"This is a ripe, wood-aged wine made from Arinto, the local grape of Bucelas. Rich and full, it has a touch of lemon that combines well with its tropical fruit flavors. It has fine concentration and is ready to drink.",Special Selection Old Vineyards,91,,Bucelas,Arinto
100238,Portugal,"Smooth and oily in texture, this is round and full of pear juice flavor. There is just a touch of green legume, adding piquancy to this ripe wine. Screwcap.",Paxis Branco,86,8,Lisboa,Arinto
104020,Portugal,"Pure Arinto from the Lisbon region, this wood-aged wine is delicious and Chardonnay-like in its richness, with great swathes of apples and cream flavors, layered with toast. This is a great advertisement for a neglected region in Portugal's viticulture.",Morgado Santa Catherina,92,14,Bucelas,Arinto
104689,Portugal,"A rather sharp wine, its fruit very citric with the tang of acid sherbet flavors textured with lemon zest and white currants.",,84,,Lisboa,Arinto
105253,Portugal,"The vineyards of Quinta da Romeira in cool-climate Bucelas are the source of this elegant, fragrant wine. It has fine acidity, and apple and pear fruits. The Arinto grape provides a lift of freshness on the finish.",Prova Régia,87,,Lisboa,Arinto
107269,Portugal,"Made from the Arinto grape, this wine has a lively, vibrant, lifted green fruit character, very crisp like apple skins, deliciously fresh, with just some caramel edges to round it out. To finish, it shows some structure from the crisp acidity.",,88,,Bucelas,Arinto
108697,Portugal,"An impressive white wine, made from the classy Arinto grape. The wine has been aged in wood, but the creamy toast blends easily with the rich white fruits. There is a Chardonnay-like richness here, a wine that is round, smooth, with just a final lift of acidity.",Special Selection Old Vineyards,92,29,Bucelas,Arinto
109619,Portugal,"A barrel-aged white, with crisp acidity made rich by spice and toast. The balance is just right, the stone yellow fruits giving ripe softness, while minerality and acidity provide the contrast.",Branco,90,18,Bairrada,Arinto
111333,Portugal,"A fine, elegant wood-aged wine. It has ripe fruits, sweet peach, apricot, mango, while the vanilla of toast lifts all the flavors, adding spicy smoothness. Acidity comes from fresh lime. It could do with some aging, maybe 2–3 years.",Escolha Branco,89,19,Bucelas,Arinto
111659,Portugal,"Crisp, structured wine, showing the fruit skin and bite that makes Arinto such an interesting variety. There is an orange zest edge, emphasizing lightness, freshness, finishing a delicious wine.",Grand'Arte Arinto,88,13,Estremadura,Arinto
112865,Portugal,"Pure Arinto, this wine brings lemon and pineapple flavors together, giving freshness and fruitiness. It is soft, open, the yellow fruit flavors offering some richness, while the citrus leaves a crisp, clean taste. Fine as an apéritif.",,87,,Bucelas,Arinto
114861,Portugal,"The brand Bucellas (with two “l”s) has been made by Caves Velhas for years. It remains a light, fresh, crisp wine, all white berry fruits, green plums and lively acidity. A great seafood wine.",Bucellas Arinto,86,7,Bucelas,Arinto
131647,Portugal,"An impressive white wine, made from the classy Arinto grape. The wine has been aged in wood, but the creamy toast blends easily with the rich white fruits. There is a Chardonnay-like richness here, a wine that is round, smooth, with just a final lift of acidity.",Special Selection Old Vineyards,92,29,Bucelas,Arinto
131710,Portugal,"Pure Arinto from the Lisbon region, this wood-aged wine is delicious and Chardonnay-like in its richness, with great swathes of apples and cream flavors, layered with toast. This is a great advertisement for a neglected region in Portugal's viticulture.",Morgado Santa Catherina,92,14,Bucelas,Arinto
132539,Portugal,"A barrel-aged white, with crisp acidity made rich by spice and toast. The balance is just right, the stone yellow fruits giving ripe softness, while minerality and acidity provide the contrast.",Branco,90,18,Bairrada,Arinto
134094,Portugal,"Bright grapefruit and citric flavors give the wine a bright, floral character, punctuated by tight acidity. The wine has extreme mouthwatering freshness and a crisp aftertaste.",,86,,Estremadura,Arinto
134283,Portugal,"A fine, elegant wood-aged wine. It has ripe fruits, sweet peach, apricot, mango, while the vanilla of toast lifts all the flavors, adding spicy smoothness. Acidity comes from fresh lime. It could do with some aging, maybe 2–3 years.",Escolha Branco,89,19,Bucelas,Arinto
134579,Portugal,"Crisp, structured wine, showing the fruit skin and bite that makes Arinto such an interesting variety. There is an orange zest edge, emphasizing lightness, freshness, finishing a delicious wine.",Grand'Arte Arinto,88,13,Estremadura,Arinto
134627,Portugal,"For a white wine from hot Estremadura, this shows admirable freshness, with apple, pear and nectarine flavors touched with hints of mint and graphite. It's medium- to full-bodied, but finishes dry and steely without being hard.",Vinho Branco,86,12,Estremadura,Arinto
134855,Portugal,"Primarily Arinto, this distinctive, interesting white comes across as a citrus-flavored spice drop, blending tangerine and lime with pepper and anise. It's not particularly fleshy, turning crisp on the finish. Probably best with simple seafood dishes.",Vinho Branco Seco,86,10,Bucelas,Arinto
134959,Portugal,"Made from the Arinto grape, this wine has a lively, vibrant, lifted green fruit character, very crisp like apple skins, deliciously fresh, with just some caramel edges to round it out. To finish, it shows some structure from the crisp acidity.",,88,,Bucelas,Arinto
135755,Portugal,"Pure Arinto, this wine brings lemon and pineapple flavors together, giving freshness and fruitiness. It is soft, open, the yellow fruit flavors offering some richness, while the citrus leaves a crisp, clean taste. Fine as an apéritif.",,87,,Bucelas,Arinto
137901,Portugal,"The brand Bucellas (with two “l”s) has been made by Caves Velhas for years. It remains a light, fresh, crisp wine, all white berry fruits, green plums and lively acidity. A great seafood wine.",Bucellas Arinto,86,7,Bucelas,Arinto
143739,Portugal,"Lime and chalk dust aromas ease into flavors of green apples and minerals. Finishes with mild citrus flavors that seem a bit softer than usual for this wine, giving it an atypically plump mouthfeel.",,85,9,Bucelas,Arinto
