,country,description,designation,points,price,province,variety
33148,Greece,"This wine starts with aromas of black pepper, anise and grape candy followed by a combination of wild cherry, cocoa and pepper on the palate. A soft character with a slight kick. Pair with poultry, cheese, pork.",,84,13,Nemea,Agiorgitiko
33385,Greece,"Fresh cherry and spice aromas start this cheerful Agiorgitko. Easy red fruit, vanilla and spice are in balance, with medium tannins. A good everyday choice for red meat, pork or robust cheese.",,86,15,Peloponnese,Agiorgitiko
34279,Greece,"Kyklos offers aromas of vanilla, cherry, menthol and tobacco. On the palate, dried cherry fruit, spicebox and cedar give it a refined edge. The finish is touched with smoke and pepper.",Kyklos,86,12,Peloponnese,Agiorgitiko
35480,Greece,"Cigarbox, mint, balsamic and leather lead this traditionally minded Agiorgitiko from Boutari. On the palate, plum, spice and tobacco prevail.",,85,17,Nemea,Agiorgitiko
56166,Greece,"This intriguing red starts with blackberry, cedar and earthy forest floor aromas, leading into flavors of cola, forest fruit, cedar and spice. Linear, clean and elegant, the wine is food friendly and can age. A stylish choice for myriad palates.",Private Label,88,,Nemea,Agiorgitiko
56230,Greece,"Sweet, jammy aromas and flavors of red berry, spice and pepper are attractive, but overall, this red wine from the Peloponnese fails to impress. There's a bitter, somewhat indigenous edge to the wine that requires softening, probably with a spicy meat dish like lamb kebobs.",,82,15,Peloponnese,Agiorgitiko
56463,Greece,"Cinnamon, spice, leather and forest fruit leads the nose of this balanced, elegant red. Tobacco and spice are wound together with a clean minerality and crisp acid. Versatile and friendly.",Mythic River,88,12,Nemea,Agiorgitiko
56809,Greece,"A full-bodied rosé reflective of the cherry and berry Agiorgitiko character. The nose offers a fresh, fragrant but earthy strawberry, rhubarb and floral element, and flavors of lush cherry mingle with a clean acidity, giving the wine dimension with a light touch.",Agiorgitiko (St. George) Rosé,88,16,Corinth,Agiorgitiko
56823,Greece,"The nose on this Greek red is inviting, with its hearth spice, plum and smoke, but on the palate, there's a sharp edge that overrides the fruit. There's a nice subtlety about the wine—the tannins are soft, and the finish delicate, but overall, the wine wants more flavor.",,81,11,Nemea,Agiorgitiko
59215,Greece,"This red has a plummy, juicy nose that leads into a fresh, tart blend of cherry and strawberry. Fresh and fruity, it's an approachable red with added character.",Agiorgitiko (St. George),85,16,Corinth,Agiorgitiko
59972,Greece,"The nose starts with violets, vanilla, strawberry and cherry, followed by bright red fruit flavors of strawberry and cherry with an undercurrent of dark chocolate and cracked black pepper. A solid red that will pair well with grilled meats and soft cheeses.",,86,25,Peloponnese,Agiorgitiko
60072,Greece,"A soft, enticing nose of plum and mint leads on this native red from Nemea. On the palate, prominent red fruit flavors and a touch of spice are paired with easy tannins and a lingering finish. Good but but not terribly complex.",,84,10,Nemea,Agiorgitiko
67310,Greece,"Aged four months in oak, this supple red offers notes of plum, cherry, forest fruit and a touch of smoke on the nose, and on the palate, a medium-bodied array of spicy and rich berry flavors. Balanced acidity and a lingering finish give the wine extra elegance. A good food wine; pair with grilled lamb, steak.",Mythic River,86,13,Nemea,Agiorgitiko
69251,Greece,"This rustic red starts with a nose of red berry, vanilla, pepper and mocha, followed by a full body of spicy dark chocolate, forest fruits and pepper. Pair with grilled meats.",Mythic River,83,13,Nemea,Agiorgitiko
75904,Greece,"This expressive red starts with aromas of raspberry, sour cherry and vanilla, leading into a medium-bodied, mouthfilling array of fruit, spice and a touch of sweetness. Balanced and structured, with an appealing spice backbone, this wine is an example of an indigenous red with true global appeal.",Areti,88,29,Pangeon,Agiorgitiko
76356,Greece,"This intriguing red starts with blackberry, cedar and earthy forest floor aromas, leading into flavors of cola, forest fruit, cedar and spice. Linear, clean and elegant, the wine is food friendly and can age. A stylish choice for myriad palates.",Private Label,88,,Nemea,Agiorgitiko
76534,Greece,"A darker, denser red that offers chocolate, black fruit and spice on the nose and palate. A spin of nutty spice and dried fruit punctuates the cherry and raisin fruit. Slightly Port-like and heavier, this wine will soften with time in the bottle.",Ammos Terra Leone Single Vineyard Selection,87,45,Nemea,Agiorgitiko
76593,Greece,"Cinnamon, spice, leather and forest fruit leads the nose of this balanced, elegant red. Tobacco and spice are wound together with a clean minerality and crisp acid. Versatile and friendly.",Mythic River,88,12,Nemea,Agiorgitiko
77341,Greece,"Notes of cola, black pepper and cocoa on the nose are followed by touches of red cherry, cedar and spice in this elegant red. It has a dry, sophisticated character but good red fruit roundness to balance the package.",Made with Organic Grapes,88,45,Nemea,Agiorgitiko
78094,Greece,"Pretty aromas of vanilla, blackberry and currant are followed by rounded black fruit flavors. Hints of violet and spiced nuts add character. A wine with a delicate touch, it can be enjoyed alone or paired with lighter dishes like fish or pork.",,86,14,Peloponnese,Agiorgitiko
78705,Greece,"This red has a native spin that gives it extra, exotic appeal. Pepper, mint and cherry on the nose are followed by flavors of tobacco, spicebox and red berry flavors. Lively, with a cheerful berry finish, it will pair well with lamb, pasta.",Areti,86,29,Pangeon,Agiorgitiko
79879,Greece,"Black cherry, pepper and smoked meat on the nose are followed by flavors of smoked cherry, vanilla and pepper on the palate. Focused, with a spin of minerality on the finish, this is a versatile food wine.",Grande Cuvée,85,26,Nemea,Agiorgitiko
79880,Greece,"Black cherry and cinnamon on the nose lead into spicy red berry and coca flavors. This is a clean, easy-drinking red that will pair well with lighter dishes like poultry and ham.",Saint George,85,14,Nemea,Agiorgitiko
80132,Greece,"The nose starts with violets, vanilla, strawberry and cherry, followed by bright red fruit flavors of strawberry and cherry with an undercurrent of dark chocolate and cracked black pepper. A solid red that will pair well with grilled meats and soft cheeses.",,86,25,Peloponnese,Agiorgitiko
81483,Greece,"Mocha, raspberry, sour cherry and spice are the focus of this plucky red from Skouras. The wine has focus and a masculine edge, and should pair well with dried meats, spicy pasta sauces and salty cheeses.",Grande Cuvée,85,26,Nemea,Agiorgitiko
81491,Greece,"Red berry, tea and mesquite aromas lead into flavors of cherry, smoke and pepper in this dry, food-friendly red. A leaner sip with a spicy character, this wine will pair nicely with dry-rub barbecue and tangy stews.",Dry Red,85,16,Nemea,Agiorgitiko
81509,Greece,"Cigarbox, cinnamon and clove aromas are followed by pepper, tea leaf and cherry on the palate of this traditional-style Agiorgitiko. Subtle and a bit spicy, this should pair well with brick-oven pizza with tangy cheese or lamb kebabs.",,84,17,Nemea,Agiorgitiko
81637,Greece,"Aromas of fennel, flowers, nuts and red fruit give this wine an interesting start. Clean, dry and spicy with flavors of cherry, black pepper and crushed herb, it ends with a lingering finish displaying minerality and a touch of cocoa.",Reserve,85,15,Nemea,Agiorgitiko
82532,Greece,"Bright cherry and red currant aromas are followed by flavors of currant, cedar, spice and black tea in this assertive red. Clean, perky and fresh, it's a fun everyday wine that will pair well with grilled meat dishes, tomato-based pasta dishes and hard cheeses.",,84,12,Nemea,Agiorgitiko
83432,Greece,"A nose of violets, tobacco, red fruit and spice start this easygoing Agiorgitiko from Greece. Classic red fruit and spice flavors are delivered in a friendly, clean package. Pair with grilled lamb, hamburgers.",,83,17,Nemea,Agiorgitiko
86318,Greece,"Sweet cedar and cinnamon aromas and flavors of tart red cherry, vanilla and savory spice give this wine extra kick. It's still soft and integrated though—a dry and spicy but gentle red that has class.",Megapanos,86,28,Nemea,Agiorgitiko
86621,Greece,"Ripe cherry, cedar, vanilla and spice aromas are followed by soft red berries, cinnamon and vanilla flavors in this appealing Cabernet/Agiorgitiko blend. Overall soft and rich, the wine has a chalky, clean finish and a spin of spice.",Red Stag,86,15,Nemea,Agiorgitiko
86918,Greece,"A soft nose of juicy berry, spicebox and a touch of flowers lead this elegant red. On the palate, tobacco, clove, red berries and spice flavors are balanced and ageable. This is still a dry style of red that goes well with spicy food.",Agiorgitiko by Gaia,86,18,Nemea,Agiorgitiko
87259,Greece,"This earthy red starts with aromas of leather, cherry and dried fruit, followed by spicy pepper, leather and a touch of barnyard on the palate. Unfolding and interesting, the wine will open up with food—think red meat, game.",,85,25,Nemea,Agiorgitiko
87559,Greece,"This subtle, elegant sip starts with aromas of spicebox, tobacco and rich dark fruit, followed by flavors of cherry, cedar and cinnamon spice. A softer style, integrated red that will pair well with duck, steak.",Réserve,85,45,Nemea,Agiorgitiko
88143,Greece,"This refreshing red starts with aromas of allspice, clove, mint and red berries, followed by flavors of tobacco, clove and cherry on the palate. A wine with some elbows, it could age for 3-5 more years. Pair with grilled meats.",Argilos,84,14,Nemea,Agiorgitiko
90685,Greece,"This red has a plummy, juicy nose that leads into a fresh, tart blend of cherry and strawberry. Fresh and fruity, it's an approachable red with added character.",Agiorgitiko (St. George),85,16,Corinth,Agiorgitiko
91542,Greece,"A soft, enticing nose of plum and mint leads on this native red from Nemea. On the palate, prominent red fruit flavors and a touch of spice are paired with easy tannins and a lingering finish. Good but but not terribly complex.",,84,10,Nemea,Agiorgitiko
107905,Greece,"This single-vineyard Agiorgitiko has an earthy olive nose and smooth, integrated flavors of red berry, herbs and spice. Soft but structured tannins and a spin of spice on the finish recommend it for heartier dishes, but it's good enough to savor on its own. Elegant, but with some muscle.",Old Vines Single Vineyard,88,26,Nemea,Agiorgitiko
109363,Greece,"Agiorgitiko, famed in Nemea and popular for its soft, fragrant red berry character, is represented well in this balanced, flavorful wine. A nose of wooded spice, pepper and Mediterranean herbs is followed by waves of soft tannis, red fruit, spice and a touch of smoke. Pair with steak or a meat stew.",Réserve,87,16,Nemea,Agiorgitiko
111092,Greece,"A soft, fragrant nose of balsam, spice and cherry unfolds into integrated red berry and spice flavors on this poised red. Approachable yet elegant, the wine offers slight smoke and pepper on the palate which would pair it well with grilled or roasted meat.",Ammos,85,35,Nemea,Agiorgitiko
111108,Greece,"A spicy, herbal nose and flavors of cherry and balsam recommend this softer red from Nemea. Balanced and elegant, the wine has heft but a delicate touch. Good overall flavors and acidity—pair with lighter meat fare.",,85,25,Nemea,Agiorgitiko
111152,Greece,"A single vineyard wine with plenty of oak nuances, this shows darker flavors than other Agiorgitikos: Blueberry mixes with the telltale cherry, while vanilla caresses the whole. Strong tannins envelop a medium-bodied wine with good acidity, while the nose offers supple blackberry and blueberry fruit, vanilla and some meaty notes.",Ammos,88,35,Nemea,Agiorgitiko
111418,Greece,"The nose first offers suede and leather before showing some plummy aromas. Smooth tannins give it a refined feel, although the acids keep it on the racy side. Has nice, deep cassis flavor with a touch of cola and spice from oak.",Grande Cuvée,87,25,Nemea,Agiorgitiko
111704,Greece,"So smooth and creamy. Solid oaking leads to polished tannins and flavors of cola and vanilla. The nose is Pinot-esque, while berry and plum flavors hold their own. A good rendition of the Agiorgitiko grape.",,87,25,Nemea,Agiorgitiko
112273,Greece,"This wine has a simple mouthfeel, but plump cherry flavors make up for it. Herbal notes and aromas of cola and green bean keep it from being too straightforward.",Danielis,85,10,Greece,Agiorgitiko
112566,Greece,"A Beaujolais-like nose of raspberry and clay leads to a fruity wine with blueberry and raspberry and a streak of minerality. Only 5% Cabernet, it has a medium-full body supported by good tannins, finishing with tart red fruit.",Saint George-Cabernet Sauvignon,85,8,Peloponnese,Agiorgitiko
112572,Greece,"Young and grapy, with aromas of peanut and sawdust. This wine is decently structured, with young, chalky tannins supporting a medium body. Blackberry flavors add a hint of sweetness, and there are hints of holiday spice and nettles. May improve in a year.",Areti Red,85,18,Greece,Agiorgitiko
112586,Greece,"If you could coat purple grapes in peanut dust, you would know what this wine smells like. A strong minerally-clay element runs through the wine, joined by purple fruit flavor and hickory smoke. Solid tannins and a smooth feel round it out.",Agiorgitiko (St. George),85,14,Peloponnese,Agiorgitiko
112811,Greece,"Cinnamon, spice and red berry aromas are touched with coffee. Light flavors of root beer and red berry meet hints of spice. Structured for easy drinking with a smooth cola finish, this is a wine you could chill a bit and have with smoked meats.",Red,85,9,Nemea,Agiorgitiko
112923,Greece,"Slightly horsey and leathery, but backed by black cherries and herbs. Despite its somewhat rustic aromas, it's smooth and plump in the mouth, with modern coffee and vanilla notes adding to the mix. Firmly tannic; might improve with 2–4 years of cellaring.",Agiorgitiko by Gaia,87,30,Nemea,Agiorgitiko
112948,Greece,"With its firm acids and modest tannins, tart cherries and worn leather, this is a natural burger wine—something assertive enough to pair with strong, simple flavors without being overwhelmed, yet not so complex as to demand finer fare.",St. George,85,13,Corinth,Agiorgitiko
113440,Greece,"Fuller-bodied than many Agiorgitikos, this has tart, mixed berry flavors with cinnamon and spice on the nose. A bit rustic, but nobody will mind the strawberry-flavored finish.",Saint George,84,13,Nemea,Agiorgitiko
113681,Greece,"Red berry and cinnamon aromas start off this wine, and it has racy red fruit in the mouth. A bit rustic, but nice.",Rubis,83,10,Greece,Agiorgitiko
113780,Greece,"A simple, Beaujolais-like nose of purple fruit, grass and earth leads to an equally simple palate with a nice, smooth feel. Cinnamon and brown spice emerge from grapey flavors while a mineral streak runs through the middle.",Agiorgitiko,84,20,Nemea,Agiorgitiko
114023,Greece,"Rosy color hints at the lightness of this wine, while sweet red fruit and spice flavors pair with gym bag aromas.",Demestica Red,81,9,Greece,Agiorgitiko
114590,Greece,"Aged four months in oak, this supple red offers notes of plum, cherry, forest fruit and a touch of smoke on the nose, and on the palate, a medium-bodied array of spicy and rich berry flavors. Balanced acidity and a lingering finish give the wine extra elegance. A good food wine; pair with grilled lamb, steak.",Mythic River,86,13,Nemea,Agiorgitiko
114645,Greece,"Cherry and cinnamon emerge from darker flavors of purple fruit and a hint of barnyard, while the hard tannins outweigh this wine's medium body.",Nemea,83,14,Nemea,Agiorgitiko
114901,Greece,"The color is in the rust-salmon family. Aromas are of cherry and rose, while the fairly lively palate has more rustic flavors of cola and cherry fruit.",Demestica Rosé,82,9,Greece,Agiorgitiko
115143,Greece,Freshly crushed raspberry and darker red fruit aromas waft from this deeply colored rosé. The wine has light tannins but lacks the acidity to lift the dark pomegranate flavors.,Agiorgitiko (St. George) Rosé,81,14,Corinth,Agiorgitiko
118532,Greece,"A nose of violets, tobacco, red fruit and spice start this easygoing Agiorgitiko from Greece. Classic red fruit and spice flavors are delivered in a friendly, clean package. Pair with grilled lamb, hamburgers.",,83,17,Nemea,Agiorgitiko
119287,Greece,"This plucky red starts with aromas of tobacco, black cherry, spice and olives, followed by spicy black berry fruit, cedar and smoke. Minerals give the wine a crisp character. Pair with roasted meats, stews.",,84,12,Nemea,Agiorgitiko
120128,Greece,"This wine has a slightly tired character of maple syrup and spice in the nose and in the palate. Red berry and spicebox give it some muscle, but the wine needs a touch more minerality and acid to balance.",Reserve,82,18,Nemea,Agiorgitiko
123475,Greece,"This red has a plummy, juicy nose that leads into a fresh, tart blend of cherry and strawberry. Fresh and fruity, it's an approachable red with added character.",Agiorgitiko (St. George),85,16,Corinth,Agiorgitiko
124105,Greece,"This single-vineyard Agiorgitiko has an earthy olive nose and smooth, integrated flavors of red berry, herbs and spice. Soft but structured tannins and a spin of spice on the finish recommend it for heartier dishes, but it's good enough to savor on its own. Elegant, but with some muscle.",Old Vines Single Vineyard,88,26,Nemea,Agiorgitiko
124362,Greece,"A soft, enticing nose of plum and mint leads on this native red from Nemea. On the palate, prominent red fruit flavors and a touch of spice are paired with easy tannins and a lingering finish. Good but but not terribly complex.",,84,10,Nemea,Agiorgitiko
125593,Greece,"Agiorgitiko, famed in Nemea and popular for its soft, fragrant red berry character, is represented well in this balanced, flavorful wine. A nose of wooded spice, pepper and Mediterranean herbs is followed by waves of soft tannis, red fruit, spice and a touch of smoke. Pair with steak or a meat stew.",Réserve,87,16,Nemea,Agiorgitiko
127352,Greece,"A soft, fragrant nose of balsam, spice and cherry unfolds into integrated red berry and spice flavors on this poised red. Approachable yet elegant, the wine offers slight smoke and pepper on the palate which would pair it well with grilled or roasted meat.",Ammos,85,35,Nemea,Agiorgitiko
127368,Greece,"A spicy, herbal nose and flavors of cherry and balsam recommend this softer red from Nemea. Balanced and elegant, the wine has heft but a delicate touch. Good overall flavors and acidity—pair with lighter meat fare.",,85,25,Nemea,Agiorgitiko
131101,Greece,"Succulent raisins, red berries and spice lead this enticing red from Greece. Fine tannins, an elegant, soft mouthfeel, and layers of dark fruit, cedar and cocoa add to the appeal. A lovely wine with a poised character.",Hgemon Grande Réserve,89,65,Nemea,Agiorgitiko
131756,Greece,"This red starts with black fruits and pepper aromas, followed by waves of black cherry, cocoa, pepper and red berry. Rich and mellow, it's a classy sip that will pair well with duck, roasted meats.",Gaia Estate,88,45,Nemea,Agiorgitiko
132422,Greece,"A single vineyard wine with plenty of oak nuances, this shows darker flavors than other Agiorgitikos: Blueberry mixes with the telltale cherry, while vanilla caresses the whole. Strong tannins envelop a medium-bodied wine with good acidity, while the nose offers supple blackberry and blueberry fruit, vanilla and some meaty notes.",Ammos,88,35,Nemea,Agiorgitiko
132602,Greece,"A refreshing nose of menthol, cloves, spice and cherry lead this alluring red. Soft, integrated flavors of cherry, vanilla, forest berries and pepper follow. Gentle tannins and an overall classic character add to its pretty appeal. An elegant sip.",,87,19,Nemea,Agiorgitiko
132622,Greece,"This fruitier-style Agiorgitiko has an approachable, versatile character. On the nose, blackberry, cinnamon, spice and red berries lead, followed by a balance of fruit and dry spice on the palate. Balanced but has an earthy spin that speaks of its origins. A great go-to red.",Notios Red,87,13,Peloponnese,Agiorgitiko
132904,Greece,"Blueberry, pepper and cedar aromas and flavors dominate in this structured, elegant red. The wine finishes long with spice and dark cherry notes. A collectible wine that will pair well with poultry, game.",Reserve,87,40,Arcadia,Agiorgitiko
134078,Greece,"Sweet cedar and cinnamon aromas and flavors of tart red cherry, vanilla and savory spice give this wine extra kick. It's still soft and integrated though—a dry and spicy but gentle red that has class.",Megapanos,86,28,Nemea,Agiorgitiko
134381,Greece,"Ripe cherry, cedar, vanilla and spice aromas are followed by soft red berries, cinnamon and vanilla flavors in this appealing Cabernet/Agiorgitiko blend. Overall soft and rich, the wine has a chalky, clean finish and a spin of spice.",Red Stag,86,15,Nemea,Agiorgitiko
134678,Greece,"A soft nose of juicy berry, spicebox and a touch of flowers lead this elegant red. On the palate, tobacco, clove, red berries and spice flavors are balanced and ageable. This is still a dry style of red that goes well with spicy food.",Agiorgitiko by Gaia,86,18,Nemea,Agiorgitiko
134989,Greece,"This earthy red starts with aromas of leather, cherry and dried fruit, followed by spicy pepper, leather and a touch of barnyard on the palate. Unfolding and interesting, the wine will open up with food—think red meat, game.",,85,25,Nemea,Agiorgitiko
135050,Greece,"A simple, Beaujolais-like nose of purple fruit, grass and earth leads to an equally simple palate with a nice, smooth feel. Cinnamon and brown spice emerge from grapey flavors while a mineral streak runs through the middle.",Agiorgitiko,84,20,Nemea,Agiorgitiko
135289,Greece,"This subtle, elegant sip starts with aromas of spicebox, tobacco and rich dark fruit, followed by flavors of cherry, cedar and cinnamon spice. A softer style, integrated red that will pair well with duck, steak.",Réserve,85,45,Nemea,Agiorgitiko
135873,Greece,"This refreshing red starts with aromas of allspice, clove, mint and red berries, followed by flavors of tobacco, clove and cherry on the palate. A wine with some elbows, it could age for 3-5 more years. Pair with grilled meats.",Argilos,84,14,Nemea,Agiorgitiko
135915,Greece,"Cherry and cinnamon emerge from darker flavors of purple fruit and a hint of barnyard, while the hard tannins outweigh this wine's medium body.",Nemea,83,14,Nemea,Agiorgitiko
136201,Greece,"The color is in the rust-salmon family. Aromas are of cherry and rose, while the fairly lively palate has more rustic flavors of cola and cherry fruit.",Demestica Rosé,82,9,Greece,Agiorgitiko
136503,Greece,Freshly crushed raspberry and darker red fruit aromas waft from this deeply colored rosé. The wine has light tannins but lacks the acidity to lift the dark pomegranate flavors.,Agiorgitiko (St. George) Rosé,81,14,Corinth,Agiorgitiko
137600,Greece,"Aged four months in oak, this supple red offers notes of plum, cherry, forest fruit and a touch of smoke on the nose, and on the palate, a medium-bodied array of spicy and rich berry flavors. Balanced acidity and a lingering finish give the wine extra elegance. A good food wine; pair with grilled lamb, steak.",Mythic River,86,13,Nemea,Agiorgitiko
140608,Greece,"The nose first offers suede and leather before showing some plummy aromas. Smooth tannins give it a refined feel, although the acids keep it on the racy side. Has nice, deep cassis flavor with a touch of cola and spice from oak.",Grande Cuvée,87,25,Nemea,Agiorgitiko
140924,Greece,"So smooth and creamy. Solid oaking leads to polished tannins and flavors of cola and vanilla. The nose is Pinot-esque, while berry and plum flavors hold their own. A good rendition of the Agiorgitiko grape.",,87,25,Nemea,Agiorgitiko
141461,Greece,"This rustic red starts with a nose of red berry, vanilla, pepper and mocha, followed by a full body of spicy dark chocolate, forest fruits and pepper. Pair with grilled meats.",Mythic River,83,13,Nemea,Agiorgitiko
141493,Greece,"This wine has a simple mouthfeel, but plump cherry flavors make up for it. Herbal notes and aromas of cola and green bean keep it from being too straightforward.",Danielis,85,10,Greece,Agiorgitiko
141786,Greece,"A Beaujolais-like nose of raspberry and clay leads to a fruity wine with blueberry and raspberry and a streak of minerality. Only 5% Cabernet, it has a medium-full body supported by good tannins, finishing with tart red fruit.",Saint George-Cabernet Sauvignon,85,8,Peloponnese,Agiorgitiko
141792,Greece,"Young and grapy, with aromas of peanut and sawdust. This wine is decently structured, with young, chalky tannins supporting a medium body. Blackberry flavors add a hint of sweetness, and there are hints of holiday spice and nettles. May improve in a year.",Areti Red,85,18,Greece,Agiorgitiko
141806,Greece,"If you could coat purple grapes in peanut dust, you would know what this wine smells like. A strong minerally-clay element runs through the wine, joined by purple fruit flavor and hickory smoke. Solid tannins and a smooth feel round it out.",Agiorgitiko (St. George),85,14,Peloponnese,Agiorgitiko
142091,Greece,"Cinnamon, spice and red berry aromas are touched with coffee. Light flavors of root beer and red berry meet hints of spice. Structured for easy drinking with a smooth cola finish, this is a wine you could chill a bit and have with smoked meats.",Red,85,9,Nemea,Agiorgitiko
142630,Greece,"Fuller-bodied than many Agiorgitikos, this has tart, mixed berry flavors with cinnamon and spice on the nose. A bit rustic, but nobody will mind the strawberry-flavored finish.",Saint George,84,13,Nemea,Agiorgitiko
142901,Greece,"Red berry and cinnamon aromas start off this wine, and it has racy red fruit in the mouth. A bit rustic, but nice.",Rubis,83,10,Greece,Agiorgitiko
143213,Greece,"Rosy color hints at the lightness of this wine, while sweet red fruit and spice flavors pair with gym bag aromas.",Demestica Red,81,9,Greece,Agiorgitiko
459,US,"Dried cranberry and currant flavors with raisin-plum cake undertones define this light-bodied wine that's mildly tannic, tart, simple and easy to like.",,86,34,California,Aglianico
1194,Italy,"Forest floor, leather, tilled soil, ripe berry and balsam are some of the aromas you'll find in this delicious red. The smooth, dense palate delivers blackberry jam, espresso, licorice and ground pepper flavors, blanketed with soft, silky tannins. Tobacco and graphite notes linger on the finish. Drink through 2020.",,93,80,Southern Italy,Aglianico
