,country,description,designation,points,price,province,variety
17571,Greece,"Lemon, cream and spice on the nose are followed by clean, delicate flavors of fresh fruit and spice on the palate. Slightly more feminine and rounded than the average Assyrtiko and thus a bit more approachable to American palates, the wine will pair well with slightly bigger flavors or spicy ethnic cuisine.",,88,22,Santorini,Assyrtico
18273,Greece,"Racy, fresh but still fruity enough to please a mainstream palate, this Greek white is elegant and easy drinking. Citrus and a touch of sea salt give it an island feel. Pair with grilled octopus, olives.",,87,19,Santorini,Assyrtico
27344,Greece,"The terse nature of Assyrtico finds a friend in oak when properly administered, as this wine exhibits. On the nose, citrus and mineral harmoniously mingle with spice and toast. On the palate, the wine retains its bright lemon and citrus flavors but is given extra body through the subtle oak. A lovely wine with a clean finish.",Fermented in Oak Barrel,89,30,Santorini,Assyrtico
27690,Greece,"Orange, lemon, vanilla and white flower start this fresh and spicy white. Fruity, but balanced by a lime and wet stone base, the wine is elegant and food friendly.",,89,25,Santorini,Assyrtico
28507,Greece,"This is a luscious wine but has an elegant balance, thanks to the mineral undercurrent so typical in Greek wines. On the nose, toast, vanilla and smoke lead, while flavors of apple, peach and flower follow. Soft and generous in style, but finishes clean.",Reserve,89,24,Santorini,Assyrtico
28775,Greece,"Named after the ancient Greek practice of mixing seawater with wine for medicinal purposes, Thallasitis is a full-bodied white with aromas of flowers, tropical fruit and honeysuckle. On the palate, it's structured with a distinctive mineral base. Very unique and terroir driven in nature.",Thalassitis,88,29,Santorini,Assyrtico
29093,Greece,"Assyrtico speaks of the sea, and this bottling drives home the mineral-driven, sea-salt character that makes the variety so special. Elegant and fresh, with a touch of light lemon rind and lime zest, this is a seafood lover's friend. Lots of balance and character.",St. Elias,88,15,Corinth,Assyrtico
31282,Greece,"The nose on this wine is exotic, offering smoke, vanilla, lemon curd and spice. On the palate, it's a fat wine with lots of peach, lemon, vanilla and wood, but the acidity keeps it balanced. A distinctive wine that speaks to its origin.",Kallisti Reserve,87,30,Santorini,Assyrtico
31892,Greece,"Grown in the upland vineyard of Pyrgos, this Assyrtiko offers citrus and spice aromas and a full-bodied flavor profile. Citrus, vanilla and minerals dominate the palate. Air with more robust vegetable or fish dishes.",Assyrtiko by Gaia Wild Ferment,87,36,Santorini,Assyrtico
55326,Greece,"Still one of the standards for a clean, crisp Assytriko. The Boutari offers citrus and minerals in the nose, and a clean, zippy snap of fresh fruit and sea salt on the palate. Light, elegant and delightful, and fantastic with fresh fish, fruit and salads.",,89,20,Santorini,Assyrtico
55941,Greece,"Lemon, cream and spice on the nose are followed by clean, delicate flavors of fresh fruit and spice on the palate. Slightly more feminine and rounded than the average Assyrtiko and thus a bit more approachable to American palates, the wine will pair well with slightly bigger flavors or spicy ethnic cuisine.",,88,22,Santorini,Assyrtico
56497,Greece,"Originally hailing from the idyllic island of Santorini but now grown throughout Greece, the grape from which this wine is made—Assyrtico—makes top-quality whites. This Drama-grown wine starts with a nose of pear, honeysuckle and citrus (lemon, grapefruit) followed by like flavors on the palate. A spicy spin and pronounced acidity give it a refreshing quality that will pair well with ethnic cuisine and fresh seafood.",Château Julia,88,14,Drama,Assyrtico
56698,Greece,"This lively white, made with the native grape Assyrtiko, starts with a big, citrusy nose, followed by more complex flavors of citrus, flowers and spice. Rich and warm, the wine still has an underbelly of dancing acidity that keeps it food friendly. An elegant wine with a lingering floral finish.",,88,20,Santorini,Assyrtico
58503,Greece,"Racy, fresh but still fruity enough to please a mainstream palate, this Greek white is elegant and easy drinking. Citrus and a touch of sea salt give it an island feel. Pair with grilled octopus, olives.",,87,19,Santorini,Assyrtico
65503,Greece,"A zippy nose of apple and citrus and a spin of pepper start this fresh but elegant white from Santorini. On the palate, refreshing but subtle apple and citrus flavors are carried on a spicy backbone, but there's creaminess to the mouthfeel, too. A unique and versatile food wine.",,89,20,Santorini,Assyrtico
68040,Greece,"A lush nose of oranges and spice leads this white from Greece. Oak aged, it offers nutty, toasty flavors paired with the spicy, acidic character of Assyrtiko. A balanced, food-friendly choice for everyday. Pair with grilled chicken, salads, seafood.",Kallisti Reserve,86,29,Santorini,Assyrtico
72197,Greece,"Bright lemon, tropical fruit and a sea spray wave lead the nose of this energetic white. On the palate, the wine has balanced acidity, appealing bounce and a finish of alternately lush and bracing fruit. A great example of how elegant and likeable Greek whites can be.",Thalassitis,91,25,Santorini,Assyrtico
76198,Greece,"Aromas of fleshy white fruits and spice give this Greek white a soulful edge. On the palate, clean, bracing flavors of bright lemon and minerals mean this is a multiple-glass choice. This should pair well with grilled octopus and fish.",Assyrtiko,88,20,Santorini,Assyrtico
76833,Greece,"This single-vineyard white is dominated by the lemon spice and salt that pronounces a Santorini white. Lean and zesty, it's a focused white with a slate finish. Good for grilled fish, and extremely refreshing on a hot day.",Kavalieros Single Vineyard,87,35,Santorini,Assyrtico
78633,Greece,"Racy, fresh but still fruity enough to please a mainstream palate, this Greek white is elegant and easy drinking. Citrus and a touch of sea salt give it an island feel. Pair with grilled octopus, olives.",,87,19,Santorini,Assyrtico
78737,Greece,"A pretty, expressive nose of fresh flowers, citrus and kiwi gives this Assyrtico added appeal. On the palate, slightly sweet tropical fruit and flowers will appeal to fans of a less bracing style of white. Pair with poultry, fruit.",,85,14,Santorini,Assyrtico
79081,Greece,"Alluring aromas of tropical fruit, flower and a spin of citrus are followed by soft flavors of pineapple and tropical fruit. Less bounce and brace than typical, which means it's a great choice for fans of rounder whites.",Emphasis,87,35,Drama,Assyrtico
79382,Greece,"Alluring aromas of exotic fruit and citrus are followed by equally lush flavors throughout: think pineapple, lemon curd and even banana. Intriguing and fun, but not overly complex.",Areti,86,23,Pangeon,Assyrtico
85727,Greece,"Earthy, wild and bright, this Assyrtiko is all about spice, minerals and sea salt. A touch of crisp fruit rounds out the flavor. Dry and exotic, the wine speaks of the dramatic place in which it's grown.",Assyrtiko by Gaia Wild Ferment,87,30,Santorini,Assyrtico
88158,Greece,"Fresh lemon and lime and a spray of minerals and sea salt gives this wine a slightly lean, austere character. Clean and bright and not overly complicated, it will pair well with shellfish and grilled seafood.",Estate,84,32,Santorini,Assyrtico
88498,Greece,"This wine balances fresh fruit, citrus and tropical fruit with a crisp minerality. The wine offers freshness as well as spiciness and a touch of curve. Pair with sautéed fish, salads.",Katerina,84,20,Santorini,Assyrtico
106594,Greece,"Elegant mineral, citrus and spice aromas lead into complex layers of sea salt and lemon flavors. Overall this is balanced, but with a bracing edge that's refreshing and refined.",Estate Argyros,91,40,Santorini,Assyrtico
110376,Greece,"Still one of the standards for a clean, crisp Assytriko. The Boutari offers citrus and minerals in the nose, and a clean, zippy snap of fresh fruit and sea salt on the palate. Light, elegant and delightful, and fantastic with fresh fish, fruit and salads.",,89,20,Santorini,Assyrtico
110961,Greece,"Lemon, cream and spice on the nose are followed by clean, delicate flavors of fresh fruit and spice on the palate. Slightly more feminine and rounded than the average Assyrtiko and thus a bit more approachable to American palates, the wine will pair well with slightly bigger flavors or spicy ethnic cuisine.",,88,22,Santorini,Assyrtico
111043,Greece,"A zippy nose of apple and citrus and a spin of pepper start this fresh but elegant white from Santorini. On the palate, refreshing but subtle apple and citrus flavors are carried on a spicy backbone, but there's creaminess to the mouthfeel, too. A unique and versatile food wine.",,89,20,Santorini,Assyrtico
111411,Greece,"Looks like liquid sunshine, and has a creamy texture to match. Fills the mouth with warm flavors of banana and citrus, while an undercurrent of acidity keeps this structured. Finishes with a nice mineral note.",Estate,87,26,Santorini,Assyrtico
112275,Greece,"The shy nose hints at plantain, caramel, peach pith and a touch of diesel. The palate follows through with tropical fruit and citrus pith, again with diesel. A very nice wine, only missing some midpalate heft to fully complete the picture.",Kallisti,85,24,Santorini,Assyrtico
112931,Greece,"Tastes like unripe strawberries doused in lemon juice—but in a good way. Slightly chalky mouthfeel, with a tart, acid-dominated finish that leaves the mouth perfectly fresh and clean, ready for the next bite of fresh sardines.",Canava,86,19,Santorini,Assyrtico
112946,Greece,"Peach, anise and citrus aromas set the stage for this light, tart wine whose flavors turn lemony and crisp. Really zingy on the finish.",,85,14,Santorini,Assyrtico
112949,Greece,"Not only is this 100% Assyrtiko, it's fermented and aged entirely in stainless steel, which completely preserves its biting acidity. It has some waxy, citrusy aromas and flavors, but they are secondary to the wine's dominating acids, which leave the mouth clean and tingling after each taste.",,85,15,Santorini,Assyrtico
113102,Greece,"Mineral and citrus flavors zip through the mouth, picking up some peach along the way. The acidity in this wine takes some time to show, but does make its presence felt, leaving a short, grippy finish.",Assyrtico,84,17,Santorini,Assyrtico
113117,Greece,"Butterscotch, baked apple and holiday spice aromas hint at the presence of oak, while the palate confirms it. Vanilla and toast flavors hide an undercurrent of pleasant musk in this medium-bodied wine. Finishes with good acidity.",Assyrtiko,84,22,Gerania,Assyrtico
114003,Greece,"Made from 100% Assyrtico, this starts off with a nice nose of peach, citrus and a hint of smoke. The mouth is more muted, though flavors of yellow fruit and citrus do show through. Finishes dry, with tart strawberry flavor.",Areti White,82,18,Pangeon,Assyrtico
119299,Greece,This is a softer style Agiorgitiko with elegant citrus aromas and flavors and a touch of flowers in the palate. Easydrinking and refreshing with a food-oriented crispness.,,84,13,Santorini,Assyrtico
119902,Greece,"This white bears the distinctive minerality and salinity of a Santorini white, but lacks some of the fruit to balance. Lemon and spice flavors are clean and crisp, but overall the wine is a bit lean. Pair with grilled seafood, though, and you'll find it a refreshing quaff.",,83,25,Santorini,Assyrtico
120508,Greece,"This lively white, made with the native grape Assyrtiko, starts with a big, citrusy nose, followed by more complex flavors of citrus, flowers and spice. Rich and warm, the wine still has an underbelly of dancing acidity that keeps it food friendly. An elegant wine with a lingering floral finish.",,88,20,Santorini,Assyrtico
125240,Greece,"This fumé wine has warming aromas of vanilla, almond and allspice and aromatic flowers. On the palate, it's full-bodied bit soft, with flavors of wood, clove and a touch of sweet flowers. The finish is lingering and distinctive. An intriguing wine with a serious edge.",Kallisti Reserve,85,29,Santorini,Assyrtico
132053,Greece,"Citrus, tropical fruit and a crisp minerally burst give this dry white a unique flair. Overall, the wine is clean and light—a great cohort to grilled fish or Mediterranean cuisine. Classic and elegant with a terroir-driven edge.",Thalassitis,88,25,Santorini,Assyrtico
133517,Greece,"Earthy, wild and bright, this Assyrtiko is all about spice, minerals and sea salt. A touch of crisp fruit rounds out the flavor. Dry and exotic, the wine speaks of the dramatic place in which it's grown.",Assyrtiko by Gaia Wild Ferment,87,30,Santorini,Assyrtico
134023,Greece,"A zippy nose of apple and citrus and a spin of pepper start this fresh but elegant white from Santorini. On the palate, refreshing but subtle apple and citrus flavors are carried on a spicy backbone, but there's creaminess to the mouthfeel, too. A unique and versatile food wine.",,89,20,Santorini,Assyrtico
135888,Greece,"Fresh lemon and lime and a spray of minerals and sea salt gives this wine a slightly lean, austere character. Clean and bright and not overly complicated, it will pair well with shellfish and grilled seafood.",Estate,84,32,Santorini,Assyrtico
136198,Greece,"This wine balances fresh fruit, citrus and tropical fruit with a crisp minerality. The wine offers freshness as well as spiciness and a touch of curve. Pair with sautéed fish, salads.",Katerina,84,20,Santorini,Assyrtico
139050,Greece,"A lush nose of oranges and spice leads this white from Greece. Oak aged, it offers nutty, toasty flavors paired with the spicy, acidic character of Assyrtiko. A balanced, food-friendly choice for everyday. Pair with grilled chicken, salads, seafood.",Kallisti Reserve,86,29,Santorini,Assyrtico
139438,Greece,"Strong summertime winds helped the grapes maintain high acidity in this big wine. Toasty on the nose, buttery and smooth in the mouth. Although quite dry, it shows solid white fruit with flavors of papaya and peach. Finishes long, with a popcorn note.",Estate Barrel,88,33,Santorini,Assyrtico
140601,Greece,"Looks like liquid sunshine, and has a creamy texture to match. Fills the mouth with warm flavors of banana and citrus, while an undercurrent of acidity keeps this structured. Finishes with a nice mineral note.",Estate,87,26,Santorini,Assyrtico
141495,Greece,"The shy nose hints at plantain, caramel, peach pith and a touch of diesel. The palate follows through with tropical fruit and citrus pith, again with diesel. A very nice wine, only missing some midpalate heft to fully complete the picture.",Kallisti,85,24,Santorini,Assyrtico
142382,Greece,"Mineral and citrus flavors zip through the mouth, picking up some peach along the way. The acidity in this wine takes some time to show, but does make its presence felt, leaving a short, grippy finish.",Assyrtico,84,17,Santorini,Assyrtico
142397,Greece,"Butterscotch, baked apple and holiday spice aromas hint at the presence of oak, while the palate confirms it. Vanilla and toast flavors hide an undercurrent of pleasant musk in this medium-bodied wine. Finishes with good acidity.",Assyrtiko,84,22,Gerania,Assyrtico
143193,Greece,"Made from 100% Assyrtico, this starts off with a nice nose of peach, citrus and a hint of smoke. The mouth is more muted, though flavors of yellow fruit and citrus do show through. Finishes dry, with tart strawberry flavor.",Areti White,82,18,Pangeon,Assyrtico
