,country,description,designation,points,price,province,variety
5463,Italy,"Aromas of mature plum, espresso, toast and Asian spice lead the nose while the dense palate delivers dried black cherry, red currant, licorice and ground pepper. Tangy acidity and close-grained tannins give it a mouth-puckering finish.",Balmet,88,34,Piedmont,Barbera
5467,Italy,"Aromas of scorched earth, mature black-skinned fruit, blue flower, toast and Oriental spice lead the way on this full-bodied wine. The firm palate offers dried black cherry, espresso, licorice and ground pepper set against a backdrop of fine-grained tannins.",Sovrana,88,23,Piedmont,Barbera
5469,Italy,"Aromas of baked plum, scorched earth, mint and menthol come together in the glass. The firm palate offers dried black cherry, raisin, ground pepper and a hint of Oriental spice accompanied by close-grained tannins. A licorice note closes the finish.",,88,22,Piedmont,Barbera
5470,Italy,"This medium-bodied red opens with aromas of mature blackcurrant, toasted oak, exotic spice, coconut and menthol. The firm palate doles out dried black cherry, blackberry jam, anise and chopped herb alongside grippy, close-grained tannins. It ends on a note of roasted coffee bean.",Cavalè,88,,Piedmont,Barbera
5481,Italy,"Underbrush, spiced plum, vanilla and French oak are some of the aromas you'll find on this full-bodied red. The dense palate offers dried black cherry, toast, coconut, licorice and oak-driven spice alongside round tannins. A walnut note closes the finish. Drink soon.",Vigna Basarin,88,,Piedmont,Barbera
5630,US,"This concentrated, assertive Barbera is also expertly balanced. Its black plum juice and spicy, smoky oak aromas lead to rich blackberry and black plum flavors coupled with velvety texture and full body. Moderate tannins provide some grip in the mouth, but the finish is smooth.",High Valley,90,28,California,Barbera
6044,Italy,"Plum, graphite, menthol and exotic spice aromas jump out of the glass. The big, round palate delivers dried black cherry, mature blackberry, licorice and vanilla alongside chewy tannins.",Bric Loira,88,25,Piedmont,Barbera
6059,Italy,"Ripe blackberry, wild herb, menthol and a whiff of exotic spice lead the nose. The dense, full-bodied palate offers dried black cherry, vanilla, toast and espresso alongside the warmth of alcohol and round tannins.",La Castella,88,34,Piedmont,Barbera
6156,US,"Red cherry, a touch of cinnamon, purple flowers and baked vanilla cookies show on the nose of this wine. Black cherry and gingerbread spice consume the palate, which also offers a rocky minerality and a vanilla foam finish.",Starving Artist Destiny Vineyards Reserve,88,62,California,Barbera
6269,US,"This luxurious and well-mannered wine was aged in a new but un-toasted French cask. Solid structure supports its ample fruit flavors and full body, lending balance. Bright acidity and moderate tannins add texture on the palate, framing its ripe black cherry, blueberry and dark chocolate flavors nicely.",Grand Reserve,90,100,California,Barbera
6342,Italy,"Aromas of dark berry, cooking spice, chopped herb and a whiff of violet lead the nose. The racy palate offers sour cherry, cranberry, espresso and sage alongside brisk acidity and close-grained tannins. A hint of clove closes the finish.",Sagrin,88,28,Piedmont,Barbera
6515,US,"Spicy, peppery, charred oak aromas meet rich blackberry and boysenberry flavors in this expressive, full-bodied and dry wine. It's rather heavy on the oak, which serves to add complexity and firm tannin, keeping it well-structured through the spicy finish.",Home Ranch Reserve,90,32,California,Barbera
6613,Italy,"Straightforward and savory, this easygoing red offers aromas of wild berry, violet and a whiff of dark kitchen spice. The vibrant palate offers juicy black cherry, licorice and ground pepper set in a frame of racy acidity.",,88,22,Piedmont,Barbera
6626,Italy,"Aromas of plum, pressed violet, toasted oak and a whiff of exotic spice lead the nose. The palate offers dried black cherry, raisin, licorice, espresso and black pepper alongside fine-grained tannins.",Croere,88,35,Piedmont,Barbera
6811,Italy,"Straightforward and savory, this easygoing red offers aromas of wild berry, violet and a whiff of dark kitchen spice. The vibrant palate offers juicy black cherry, licorice and ground pepper set in a frame of racy acidity.",,88,22,Piedmont,Barbera
6824,Italy,"Aromas of plum, pressed violet, toasted oak and a whiff of exotic spice lead the nose. The palate offers dried black cherry, raisin, licorice, espresso and black pepper alongside fine-grained tannins.",Croere,88,35,Piedmont,Barbera
6825,Italy,"This opens with earthy aromas of scorched earth, overripe plum and a whiff of game. The straightforward palate offers juicy wild cherry, raspberry jam, coffee and vanilla alongside zesty acidity and fine-grained tannins. Drink through 2017.",Suri di Mu,88,22,Piedmont,Barbera
7108,Italy,"Mature plum, crushed violet and dark cooking spice aromas come together in the glass. The firm palate delivers dried cherry, blackberry extract and licorice alongside firm, fine-grained tannins. Drink soon to capture the remaining fruit.",Otto,87,14,Piedmont,Barbera
7109,Italy,"Fresh and fruity, this easy-drinking red delivers aromas and flavors of black cherry, blackberry, black pepper and a hint of anise. Thanks to bright acidity, it can be paired with almost any dish.",,87,16,Piedmont,Barbera
7386,Italy,"Mature plum, underbrush, spice and mocha aromas lead the nose while the warm, forward palate offers dried black cherry, blackberry extract, licorice and a hint of nut. Drink soon to capture the remaining freshness and before the fruit dries up entirely.",,87,,Piedmont,Barbera
7391,Italy,"Aromas of dried berry, plum, rose and underbrush lead the nose. The easygoing palate offers raisin, blackberry jam, walnut and black pepper. Enjoy through 2017.",La Ribelle,87,20,Piedmont,Barbera
7393,Italy,"Aromas of mature plum, toasted oak, menthol and dried herb lead the nose. The firm palate offers blackberry jam, dried black cherry, Oriental spice and licorice alongside grainy tannins that leave an astringent, mouth-drying finish.",,87,23,Piedmont,Barbera
7395,Italy,"Darkly colored and densely concentrated this opens with aromas of dried plum, espresso and exotic spice. The evolved palate offers raisin, fig, licorice and ground pepper alongside fine-grained tannins. It's showing the heat of the vintage so drink soon before the fruit dries up completely.",Mervisano,87,35,Piedmont,Barbera
7396,Italy,"Aromas of mature plum, espresso, coconut and toasted oak lead the nose. The firm palate offers fig, blackberry jam, licorice and roasted coffee bean alongside firm, fine-grained tannins. The fruit is starting to dry up so drink sooner rather than later.",Armujan,87,28,Piedmont,Barbera
7404,Italy,"This opens with aromas of scorched earth, leafy underbrush, mature blackberry and a whiff of espresso. The straightforward palate offers ripe black cherry, toast, anise and a hint of mint alongside fine-grained tannins.",Sabri,87,21,Piedmont,Barbera
7538,US,"Quite a lot of fruit flavor is packed into this straightforward, dry and non-oaky wine. It should be versatile at the dinner table because of its direct flavors, rather reserved texture and good balance.",,87,19,California,Barbera
7726,Italy,"Aromas of espresso, French oak, blackberry and exotic spice lead the way. The firm palate offers raw black cherry, coconut and oak-driven spice alongside racy acidity and fine-grained tannins. It closes on a note of roasted coffee bean.",Peiregal,87,36,Piedmont,Barbera
8037,Italy,"Warm and full-bodied, this opens with aromas of espresso, fig, dried berry, toasted oak and clove. The dense palate offers raisin, oak, roasted coffee bean and spearmint alongside round tannins. You'll also notice the heat of evident alcohol.",Bricco Paradiso,87,30,Piedmont,Barbera
8316,Italy,"Toasted oak, coconut, espresso and exotic spice aromas come together in the glass. The firm palate offers blackberry, licorice and oak-driven spice alongside grainy tannins and brisk acidity.",Fiorenza Cascina Meriame,87,,Piedmont,Barbera
8324,Italy,"This opens with aromas of leafy underbrush, mature berry, menthol and anise. The palate offers dried blackberry, raisin and licorice alongside close-grained tannins and brisk acidity.",La Luna e i Falò,87,30,Piedmont,Barbera
8339,Italy,"Aromas of raisin, Oriental spice and resin emerge in the glass. The polished but evolved palate offers dried black cherry, mocha, clove and licorice alongside smooth, fleeting tannins. This has seen fresher days so drink soon.",Barrique,87,,Piedmont,Barbera
8467,US,"Elegant in texture and concentrated in flavor, this medium-bodied wine has fresh blackberry and blueberry aromas paired with ripe fruit flavors and an easygoing texture without a lot of tannin. Black pepper and cardamom whiffs add some complexity.",,89,20,California,Barbera
8514,US,"Earthy, leathery aromas and dense tobacco and cedar flavors make this wine a bit of a taste adventure. The mouthfeel is posh and finely tannic, and black cherry and dark chocolate notes kick in and last through the finish.",Cooper Ranch,86,25,California,Barbera
8595,Italy,"Aromas of raisin, Oriental spice and resin emerge in the glass. The polished but evolved palate offers dried black cherry, mocha, clove and licorice alongside smooth, fleeting tannins. This has seen fresher days so drink soon.",Barrique,87,,Piedmont,Barbera
8598,Italy,"Blackberry, ripe plum, kitchen spice and moist earth aromas lead the nose. The straightforward, easy-drinking, palate offers black cherry, white pepper and a hint of anise alongside lively acidity.",,87,35,Piedmont,Barbera
8861,Italy,"Aromas of baked plum, charred earth, melted chocolate and Asian spice lead the nose. The evolved, extracted palate offers raisin, a hint of exotic spice and a green note of powdered sage that leaves an astringent finish. This has seen better days so drink soon.",,86,27,Piedmont,Barbera
8864,Italy,"This opens with aromas of new oak, burned rubber, raisin and vanilla. The one-dimensional palate offers candied date, fig, mocha and licorice alongside bracing, grainy tannins that leave a mouth-puckering finish. It lacks the fruit richness needed to stand up to the oak spices and astringent tannins.",L'Equilibrio,86,29,Piedmont,Barbera
8875,Italy,"Fresh and fruity, this simple, easy-drinking red doles out black cherry, blackberry, white pepper and clove. Racy acidity brightens the juicy fruit flavors.",,86,17,Piedmont,Barbera
9076,Italy,"This easygoing red offers fruit-driven sensations of wild cherry, plum and accents of black pepper. On the palate, bright acidity supports the juicy fruit flavors. It's direct and clean, and will work nicely for informal occasions.",Cursus Vitae,86,19,Piedmont,Barbera
9079,Italy,"Aromas of baked plum, forest floor, roasted coffee bean and toasted oak lead the nose. The dense, one-dimensional palate delivers blackberry jam, licorice, peppermint and espresso alongside grainy tannins. The the heat of alcohol dominates the midpalate and the finish, throwing this off balance.",Il Bergantino,86,36,Piedmont,Barbera
9333,Italy,"This easygoing red offers fruit-driven sensations of wild cherry, plum and accents of black pepper. On the palate, bright acidity supports the juicy fruit flavors. It's direct and clean, and will work nicely for informal occasions.",Cursus Vitae,86,19,Piedmont,Barbera
9573,Italy,"Made with organically grown grapes and with no added sulfites, this opens with earthy aromas of black-skinned fruit, ground pepper and a whiff of truffle. The lively, simple palate offers black cherry and clove alongside vibrant acidity.",Zeroincondotta,86,14,Piedmont,Barbera
9580,Italy,"Fresh and easy drinking, this informal wine opens with aromas of dark cherries, blackberries and a whiff of clove that carry over to the straightforward palate. It's straightforward but well made.",Baby,86,,Piedmont,Barbera
9582,Italy,"Baked plum, baking spice coconut and vanilla aromas lead the nose. The evolved, fleeting palate offers raisin, nut and a hint of clove. Drink now.",Vigna da Capo,86,42,Piedmont,Barbera
9846,US,"A round, robust Barbera from winemaker Greg Graziano, this has detailed layers of blackberry and currant, with soft tannins and a toasty finish. Pair this selection with something savory, like a stew, and anything made with mushrooms and Parmesan.",,88,18,California,Barbera
9923,Italy,"This offers earthy aromas of prune, scorched soil, pressed violet and a whiff of game. On the simple, informal palate, hints of black pepper and coffee add interest to the core of dried black cherry.",,85,12,Piedmont,Barbera
10387,Italy,"Fresh and informal, this lean, easygoing red offers aromas and flavors of crunchy sour cherry, ground pepper and a hint of star anise. Brisk acidity gives it a racy feel.",Don Giovanni,85,17,Piedmont,Barbera
10965,Italy,"Aromas of scorched earth, game, burned rubber and a funky whiff of barnyard waft out of the glass and carry over to the dense palate along with raisin, fig, licorice and a gamy note. It's rustic and extremely evolved with an abrupt, bitter finish.",Vigna Campo del Gatto,84,30,Piedmont,Barbera
11428,US,"This Barbera has muscular, robust and tangy flavors of dark plum and blackberry, with a finish that's distinctly smoky, akin to pipe tobacco. Enjoy this with a host of hearty foods, ranging from pasta to smoked meats.",,87,18,California,Barbera
13407,Italy,"This is a gorgeous expression of Barbera with deeply sophisticated notes of exotic spice, smoke and toast that follow bursting notes of ripe fruit and blackberry. At first the wine feels soft and velvety on the palate and then that telltale acidity kicks in at the end.",Campass,90,33,Piedmont,Barbera
13546,US,"This rustic Barbera tastes of blackberry. It's medium bodied with just-right acidity and tannins that are well-integrated and smooth. The finish gets a little bit meaty, which will work fine alongside meaty, smoky foods.",Concerto,86,27,California,Barbera
13579,US,"This is a big, lusty, fruit-forward wine. It shows Barbera's tannins, although they're soft and just need a steak to balance them out. The flavors are of rich, ripe blackberries and cherries. It's pretty much as elegant as Barbera gets, considering it is usually rather rustic in California.",,89,26,California,Barbera
15029,Italy,"Pio Cesare's Fides is several steps up from its basic Barbera. It shows a pretty, complex nose of black cherry, fennel and bacon, while on the palate, there is plenty of rich fruit, layered by the aromatics. Good levels of concentration and a long solid finish.",Fides,90,41,Piedmont,Barbera
15838,Italy,"The Il Cielo offers a complex nose of marzipan, licorice and dark fruit. On the palate, the fruit shows more of a plumminess and the licorice and marzipan notes are less pronounced. A solid medium finish. Overall, this is a well made, balanced pleasant wine with plenty of character.",Il Cielo,88,20,Piedmont,Barbera
16162,Italy,"The Damilano is a modern take on Barbera; a big, very ripe, chunky wine that is easy to like. The fruit is thick with dark jammy flavors, and although there are hints of something more exotic lurking, at the moment all you have is a hint of spice. Easy to drink now, but worth cellaring for a couple of years, as it will prove to be more interesting with some bottle age.",,88,18,Piedmont,Barbera
16164,Italy,"A big, rich, modernist effort; a nose of harness leather, candied rose and dark fruit. Nothing shy and retiring about this wine, it is big, hefty and full flavored.",Vigna Preda,88,32,Piedmont,Barbera
16295,Italy,"The Vigna Ròca Neira is no shrinking violet. It weighs in at 14.5% alcohol, and is a massive wine with blackberry liqueur aromas, big plummy superripe flavors and a dense finish. A wine of little subtlety, but a good deal of character, it should be served with grilled meat, the more raw the better.",Vigna Ròca Neira,87,28,Piedmont,Barbera
16298,Italy,"This is one of the more exotic Barberas. The dark fruit is mixed with scents of licorice, curry and violets. On the palate, there is plenty of dark fruit, but it still retains its likeable spicy character. Although the finish is short to medium, this is a pleasant wine, and a natural match with a good juicy steak.",Torriglione,87,17,Piedmont,Barbera
16307,Italy,"Le Mie Donne has a complex nose of smoked meat, musky fruit and earthiness. Although they carry through to the palate, they come in a less intense form, and the finish is short to medium. Could have used a little more concentration, but a pleasant complex wine.",Le Mie Donne,87,24,Piedmont,Barbera
16453,Italy,"The nose is rich and easy; packed with dark fruit, a touch of oak. Not terribly serious, but beautifully balanced and very likeable. The finish is short-medium, and the fruit stays with it. A comfort wine for comfort food.",Bricco dei Merli,87,26,Piedmont,Barbera
16468,Italy,"The Romualda is a lovely wine that has evolved nicely. It has some of the plumminess of the year, but there is also some freshness and a pretty floral quality. Big, rich and pleasant.",La Romualda,87,30,Piedmont,Barbera
16469,Italy,"This is lighter Barbera showing a pleasant very ripe, plummy character. The wine has evolved early, and gives a seamless backdrop to the pretty flavors of spice and Christmas pudding. Easygoing and complex. Imported by MW Imports.",,87,15,Piedmont,Barbera
16599,Italy,"The wine begins well with aromas of dark fruit and spice, but the palate is less exciting; the burst of fruit gives way to a hollow midpalate, although it does come back to a solid if dull finish.",Rié,86,17,Piedmont,Barbera
16601,Italy,"The Bongiovanni is a modernist take on Barbera; it is a big, ripe wine, spiced with oak. With some time in the glass, it showed complexity, with flavors of violets and smokiness but the fruit still dominated. There was a slight hollowness two thirds in, but the wine came back and finished with some aplomb.",,86,33,Piedmont,Barbera
17017,US,"Still a tough, bitter wine at 4 years, with a slightly sweet finish. Not going anywhere.",,82,17,California,Barbera
17055,Italy,"The color is light, but the Monchiero has pungent earthy aromas over a backdrop of fruit. On the palate, it is soft and quite chunky, and dominated by its earthiness. The wine has evolved completely, and should be drunk reasonably quickly.",,85,20,Piedmont,Barbera
17063,Italy,"The Valdinara is a soft, seductive wine showing plenty of jammy fruit, and a pleasant smoky spice. On the finish it is a touch stemmy, but it is so slight that it adds an exotic edge to the wine. Pleasant, not very intense and easy to like.",,85,23,Piedmont,Barbera
17208,Italy,"The Pio Cesare starts well; a fat opulent nose of rich fruit mixed with a strong mocha character. It is also big on the palate; plummy and powerful, with good acidity. Towards the end, however, the wine runs out of steam, and it finishes somewhat abruptly and with a slight sourness.",Fides,85,39,Piedmont,Barbera
17219,Italy,"The Pio Cesare basic Barbera is a lean wine, with aromas of tart cherries and road tar. On the palate, the fruit and aromatics have melded together quite nicely, but despite a decent finish, the acidity is a little high.",,84,21,Piedmont,Barbera
17343,Italy,"This is a traditional old-fashioned Barbera; with aromas of bright red cherry fruit, wood smoke and roses. The cherries dominated the palate and although the mid-palate was slightly acidic, it came back with a pleasant medium finish.",Ciabot Camerano,84,18,Piedmont,Barbera
17508,Italy,"A grapey, easy-going wine that is pleasant to drink but comes across as quite simple. Short, medium-intensity finish.",Vignota,83,29,Piedmont,Barbera
17643,Italy,"The Ca' Viola has a simple nose of coffee and fruit. Easy and soft on the palate, the coffee flavors are a little too much for the fruit. Finishes a little hot.",Brichet,83,27,Piedmont,Barbera
18181,Italy,Here's an older expression of Barbera from the Oltrepò Pavese region near Milan that shows shy complexity and sweet spice and pepper like notes. There is a prune and plum fruit component here that suggest the wine has held up nicely over the years (but probably won't last much longer). Drink now.,,87,,Lombardy,Barbera
18398,US,"A simple red, with sharp acids that give an edgy cut to the mouthfeel. This would be a fine pizza wine, or good with grilled sausages.",,84,17,Washington,Barbera
18440,Italy,"Here's a simple Barbera from northern Italy that offers mature tones of dried currants, plums and prunes. From the 2005 vintage, the Riserva expression also shows tertiary aromas of spice and smoke and there's a blast of fresh acidity and peppercorn on the close.",Becco Giallo Riserva,86,,Lombardy,Barbera
18447,Italy,"Sant'Andrea is a small winery in Northern Italy and its recent release of Barbera offers sweet aromas of prunes, exotic spice and black fruit. The aromas are simple and appear slightly aged. There's also a touch of alcoholic heat at the very end.",,86,,Lombardy,Barbera
18896,US,"A tough, gritty wine, with hard tannins and acidity framing blackberry and black currant flavors. It's fully dry, but has the rustic feeling that Barbera usually shows.",,85,26,California,Barbera
22395,US,"A very drinkable, densely lush Barbera that's been given proper time to age and tame its tannins. This wine has dense plum flavors and accompanying layers of spice and earth, a very nice example of mountain-grown California Barbera.",Shake Ridge Vineyards,90,28,California,Barbera
22564,US,"Solidly varietal flavors of strawberry and Bing cherry fruit anchor this well-made, 100% Barbera. The wine has both depth and polish, with some varietal tartness running through a medium length finish. It makes a good case for Barbera's potential in Washington state.",,89,26,Washington,Barbera
23168,US,"A soft, robust Barbera with dark cherry flavors from beginning to end, and a pleasant level of minerality that levels off on the finish.",Estate,86,25,California,Barbera
23662,US,A simple Barbera with not much in the way of aromas and just a slight amount of earthy berry flavors.,,83,32,California,Barbera
23970,US,"The soft but flavorful entry into a land of dark fruits, smoke and espresso barely hints at the wine to come. Give it time to breathe and it opens into a wonderfully complex, smooth and creamy wine with no rough edges. Pretty red fruit, seductive and lingering, is matched to hints of chocolate from 30 months in neutral barrels.",,92,25,Washington,Barbera
24672,US,"This thick, purple-hued wine offers a rich mix of fruits, from brambly blackberry to plum and even a bit of spiced pear. The blend of ripe fruits and peppery spices is intriguing, and the flavors twist and twirl through a medium-long finish.",,89,24,Washington,Barbera
24881,US,"A lovely Barbera. Shows the full-bodied, tannic structure and tart acidity of the variety, but is so rich in flavor, you want to drink it now. Floods the mouth with blackberries, currants, dark chocolate, anise and toasted almonds.",Walker Cuvée,89,16,California,Barbera
24974,US,"Dusty scents of spice and cinnamon lead into a fruity red wine with a generous wash of oak. The cherry fruit is focused and tight, with a hint of cut tobacco adding interest.",Red Heaven,88,25,Washington,Barbera
25669,US,"It's a wonder why Reverie makes Barbera, an inferior variety and a tough sell, but they do, so you have to pay attention. This '09 is dry, big in tannins, acidic and rich in blackberry, raisin and mushu plum sauce flavors. It will probably live for decades, gradually sweetening but unlikely to ever achieve complexity.",Estate,87,52,California,Barbera
25738,Israel,"Bright and vibrant, with slightly liquorous red cherry and berry aromas as well as a softly herbaceous streak throughout. The fruit is fresh and the palate light, but it's all a touch fleeting on the close.",Shor,86,30,Judean Hills,Barbera
26240,Israel,"This Barbera has an almost Pinot-like character to it, with hints of coffee, earthy tobacco and mushroom to the red cherry fruit profile. It's lightweight and easy drinking, with a softly woody finish. Drink now.",,85,18,Upper Galilee,Barbera
26578,US,"Barbera can be made well, but this one isn't even particularly Barbera-esque. It's soft, acidic and sweetly simple, with jammy flavors that are overripe and pruny.",,82,50,California,Barbera
27072,Italy,"Here's a big, bold interpretation of Barbera that sees 18 months of careful aging in oak to achieve aromas of black spice, cassis syrup, cola, mesquite and cedar. You can taste the youthfulness and the freshness of the fruit in the palate, and the wine ends with persistency and a silky texture.",,91,39,Piedmont,Barbera
27138,Italy,"This beautiful Riserva della Famiglia offers immense sophistication and density with loads of spice, dark fruit and oak-related aromas. It is unlike any other Barbera you will taste thanks to the depth of its complexity and its overall intensity.",Riserva della Famiglia,90,163,Piedmont,Barbera
27362,US,"This unusual Barbera is aged 72 days in Bourbon casks, lending intense notes of vanilla, graham cracker and spice to more delicate flavors of blackberry and cherry. It's quite puckery with acidity and softly tannic on the finish.",Estate Bourbon Cask Aged 72 Days,84,46,New York,Barbera
27757,US,"Muted red cherry and blackberry commingle for a fruity character in this variety not found much these days in Sonoma County. Soft and high-toned in acidity, the wine finishes in a swirl of wild vanilla bean.",,88,38,California,Barbera
